TRAVEL_ID,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION_CHECK
e_e009836,e009836,1;13;22;26;4,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,13;11;3
e_e009841,e009841,22;11;1,2023-08-23,2023-08-24,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,6;24;1
e_e009845,e009845,22;27;4;5,2023-08-23,2023-08-24,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,6;22;27
e_e009857,e009857,1;22;6;7,2023-08-30,2023-08-31,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,6;3;1
e_e009858,e009858,21;22;3;4;5,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,4;2;22
e_e009876,e009876,27,2023-08-24,2023-08-25,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;22;27
e_e009895,e009895,2;27;5;8;9,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;4;26
e_e009909,e009909,1;4;3;12;9;22;24;26,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,4;6;12
e_e009910,e009910,21;22;3,2023-09-02,2023-09-03,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,6;13;24
e_e009925,e009925,1;26;4;5;6,2023-08-24,2023-08-25,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;4;6
e_e009940,e009940,27;3;4;6;8,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,3;21;22
e_e009943,e009943,2;22,2023-08-26,2023-08-27,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;22;5
e_e009951,e009951,1;3;6;12,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,6;1;3
e_e009957,e009957,2,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,1;2;22
e_e009968,e009968,1;4;2;22;24,2023-09-01,2023-09-02,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;4;24
e_e010014,e010014,1;21;22;4;6,2023-08-30,2023-08-31,대중교통 등,서울 방문/수도권 거주/39세 이하/부부/일반미션,1;4;26
e_e010017,e010017,1;22;26;4;9,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,6;22;1
e_e010028,e010028,1;4;7;9,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,9;4;7
e_e010037,e010037,2,2023-08-23,2023-08-24,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2;10;5
e_e010043,e010043,10;2;22;5;7,2023-08-31,2023-09-01,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;5;22
e_e010049,e010049,24;9;3;4;11;22,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,3;22;24
e_e010055,e010055,1;2;22;4;6,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,1;2;24
e_e010064,e010064,1;22;4;6,2023-08-28,2023-08-29,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,4;6;1
e_e010076,e010076,2;21;22;1;27,2023-08-24,2023-08-25,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,22;27;24
e_e010097,e010097,12;2;24,2023-08-25,2023-08-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2;6;8
e_e010106,e010106,1;2;22;4;5,2023-08-30,2023-08-31,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;2;5
e_e010125,e010125,11;2;6,2023-08-23,2023-08-24,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;5;11
e_e010129,e010129,22;3,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,3;22;1
e_e010150,e010150,1;21;22;24;6,2023-08-25,2023-08-26,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,6;1;22
e_e010160,e010160,4;22;26;1,2023-08-23,2023-08-24,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;26
e_e010164,e010164,1;21;22;4;6,2023-08-29,2023-08-30,대중교통 등,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;4;6
e_e010174,e010174,1;2;22;9,2023-08-26,2023-08-27,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,9;2;22
e_e010198,e010198,1;5;21,2023-08-24,2023-08-25,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;6;21
e_e010199,e010199,13;26;28,2023-08-24,2023-08-25,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,3;13;26
e_e010200,e010200,1;21;22;23;3,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,2;1;21
e_e010205,e010205,22;21;25;24,2023-08-26,2023-08-27,자가용,인천 방문/거주지 구분 없음/39세 이하/특별미션,25;21;22
e_e010220,e010220,1;4;6;9;22,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,6;22;7
e_e010221,e010221,10;13;2,2023-08-23,2023-08-24,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2;13;26
e_e010222,e010222,22;3;6,2023-08-26,2023-08-27,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,6;3;22
e_e010230,e010230,1;22,2023-08-31,2023-09-01,정보없음,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;21;22
e_e010231,e010231,2;22,2023-08-27,2023-08-28,정보없음,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,21;26;2
e_e010233,e010233,11;6;7,2023-08-27,2023-08-28,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,6;2;1
e_e010237,e010237,5;12;6,2023-08-26,2023-08-27,정보없음,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,2;12;6
e_e010238,e010238,22;3;5,2023-08-27,2023-08-28,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,5;22;1
e_e010240,e010240,4;9;22;24;27;1,2023-08-28,2023-08-29,정보없음,인천 방문/거주지 구분 없음/39세 이하/특별미션,1;4;3
e_e010243,e010243,13;3;4,2023-08-27,2023-08-28,정보없음,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,3;4;22
e_e010247,e010247,11;2;3;6,2023-08-30,2023-08-31,정보없음,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,6;1;3
e_e010248,e010248,6;21;2,2023-08-31,2023-09-01,정보없음,인천 방문/거주지 구분 없음/39세 이하/특별미션,2;6;24
e_e010249,e010249,2;22;3;6;9,2023-08-27,2023-08-28,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,9;22;3
e_e010252,e010252,1;3,2023-08-26,2023-08-27,정보없음,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,3;1;21
e_e010254,e010254,6;26;27;2,2023-08-23,2023-08-24,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;3;22
e_e010255,e010255,22;24;4;6,2023-08-26,2023-08-27,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;22;24
e_e010256,e010256,21;27;3;7,2023-08-26,2023-08-27,정보없음,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,3;21;27
e_e010259,e010259,10;22;7,2023-08-26,2023-08-27,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,10;2;22
e_e010261,e010261,2;21;4;6,2023-08-26,2023-08-27,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,6;3;11
e_e010263,e010263,2;7,2023-08-26,2023-08-27,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,2;27;21
e_e010268,e010268,3;11;22;26;5,2023-08-27,2023-08-28,정보없음,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,3;22;26
e_e010270,e010270,1;22;24;26,2023-08-27,2023-08-28,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;24;6
e_e010271,e010271,2;22,2023-08-24,2023-08-25,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;21
e_e010272,e010272,11;26;4,2023-08-26,2023-08-27,정보없음,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,6;11;26
e_e010274,e010274,2;22;26;4,2023-08-31,2023-09-01,정보없음,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;3;2
e_e010277,e010277,5;10;1;21,2023-08-23,2023-08-24,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,5;10;1
e_e010281,e010281,4;1;5;22;12;21;10;10,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;21;10
e_e010302,e010302,22;6;9,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;9;22
e_e010313,e010313,11;21;22;4;7,2023-08-24,2023-08-25,자가용,인천 방문/거주지 구분 없음/39세 이하/특별미션,21;2;22
e_e010316,e010316,4;22;24;26,2023-08-28,2023-08-29,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22;26
e_e010322,e010322,10;21;24,2023-09-07,2023-09-08,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,10;21;1
e_e010325,e010325,1;1;1;1;1;1;1;1;22;26;22;24;22;26;26;1,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,1;26;24
e_e010336,e010336,10;4;5;7,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;5
e_e010343,e010343,12;2;22;27,2023-09-05,2023-09-06,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2;22;12
e_e010355,e010355,5,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,5;28;22
e_e010365,e010365,2;5;7,2023-08-29,2023-08-30,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;4;12
e_e010366,e010366,1;22,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,1;9;22
e_e010370,e010370,2;5,2023-08-29,2023-08-30,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,5;11;24
e_e010371,e010371,3;2;6;9;22;11,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,3;11;2
e_e010372,e010372,10;1;4;26;22,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,10;1;22
e_e010375,e010375,1;22;24;3;4,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;3;26
e_e010377,e010377,2;22;10,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;10;22
e_e010386,e010386,22;24;27,2023-09-02,2023-09-03,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,1;22;27
e_e010387,e010387,1;2;3;4;6,2023-08-24,2023-08-25,자가용,서울 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,6;1;4
e_e010390,e010390,22;4;1,2023-08-26,2023-08-27,대중교통 등,인천 방문/거주지 구분 없음/39세 이하/특별미션,6;22;1
e_e010404,e010404,21;26;22,2023-08-26,2023-08-27,자가용,인천 방문/거주지 구분 없음/39세 이하/특별미션,21;22;26
e_e010415,e010415,11;21;22;24;4,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,21;24;11
e_e010434,e010434,12;2;22;3;6,2023-08-25,2023-08-26,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,3;6;21
e_e010442,e010442,1;10;22,2023-08-31,2023-09-01,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,10;1;22
e_e010462,e010462,1;2;6,2023-08-27,2023-08-28,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;22;26
e_e010492,e010492,9;4;6;22;3;1,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,9;22;4
e_e010517,e010517,1;2;4;12,2023-08-24,2023-08-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;12;4
e_e010522,e010522,1;22;24;25,2023-08-26,2023-08-27,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,24;25;1
e_e010531,e010531,11;21;4;6;9,2023-08-24,2023-08-25,대중교통 등,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,4;6;22
e_e010539,e010539,22;6;9,2023-08-26,2023-08-27,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,9;22;26
e_e010553,e010553,1;2;4;22,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,1;2;4
e_e010560,e010560,4;6,2023-08-25,2023-08-26,자가용,서울 방문/수도권 거주/40세 이상/부부/일반미션,6;1;2
e_e010578,e010578,2,2023-08-25,2023-08-26,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,2;6;22
e_e010598,e010598,1;1;6;26;22;21;1,2023-08-25,2023-08-26,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,6;22;26
e_e010608,e010608,1;3;4;22;24;12;1,2023-08-25,2023-08-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,24;22;3
e_e010636,e010636,21;27;4,2023-08-24,2023-08-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,21;6;4
e_e010659,e010659,1;2,2023-09-01,2023-09-02,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,1;2;22
e_e010660,e010660,1;21;22;27,2023-08-24,2023-08-25,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;1;27
e_e010673,e010673,1;2;27,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;27;1
e_e010678,e010678,2;4;5;9,2023-09-16,2023-09-17,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;4;26
e_e010683,e010683,1;9;4,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;4;9
e_e010689,e010689,1;4;5;6;7,2023-09-04,2023-09-05,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;22;26
e_e010700,e010700,1;22;24,2023-08-24,2023-08-25,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;22;24
e_e010712,e010712,1;3,2023-08-30,2023-08-31,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,3;22;27
e_e010713,e010713,1;22;7,2023-08-27,2023-08-28,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,7;1;22
e_e010715,e010715,2;22;5,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,5;22;2
e_e010716,e010716,24;22;21;11;26,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,11;21;22
e_e010720,e010720,3;4;2;1,2023-08-24,2023-08-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,3;6;1
e_e010722,e010722,1;22;26,2023-08-25,2023-08-26,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,3;1;22
e_e010724,e010724,1;22;24;4,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;1;22
e_e010729,e010729,1;21;22,2023-08-24,2023-08-25,자가용,서울 방문/수도권 거주/39세 이하/부모 동반/일반미션,1;4;24
e_e010734,e010734,1;3;6;22;21;27,2023-08-30,2023-08-31,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;24
e_e010735,e010735,1;26,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,26;1;24
e_e010736,e010736,27;3,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,3;27;24
e_e010740,e010740,1;6;22;26;4;24,2023-09-07,2023-09-08,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,24;26;22
e_e010741,e010741,22;26;6,2023-08-24,2023-08-25,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,6;22;26
e_e010744,e010744,2;3;21;28,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2;3;28
e_e010747,e010747,22;24;27;28,2023-08-24,2023-08-25,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,27;28;3
e_e010753,e010753,24;26;27;5;8,2023-08-27,2023-08-28,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,5;24;27
e_e010755,e010755,1;2;4;6,2023-09-09,2023-09-10,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,1;2;4
e_e010759,e010759,22;24;4,2023-09-02,2023-09-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;24;4
e_e010763,e010763,2;6,2023-08-27,2023-08-28,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;22
e_e010765,e010765,3;6;2,2023-08-28,2023-08-29,정보없음,서울 방문/수도권 거주/40세 이상/커플/일반미션,6;11;3
e_e010766,e010766,2;4,2023-08-27,2023-08-28,정보없음,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;7;12
e_e010769,e010769,11;21;3;4;6,2023-08-26,2023-08-27,정보없음,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,3;6;22
e_e010773,e010773,22;4;6,2023-08-27,2023-08-28,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;11;26
e_e010775,e010775,1;4;6;7;9;11;22;24;26,2023-08-29,2023-08-30,자가용,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;6;26
e_e010779,e010779,1;22;4;6;7,2023-08-27,2023-08-28,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,3;2;6
e_e010782,e010782,1;2;21;22;24,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,24;2;6
e_e010798,e010798,22;3;1,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;3;1
e_e010803,e010803,1;21;22;4;6,2023-08-27,2023-08-28,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;1;21
e_e010812,e010812,1;21;22;24;4,2023-08-25,2023-08-26,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;21;24
e_e010814,e010814,1;2;22;7;8,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;8;22
e_e010838,e010838,1;27;10;21,2023-08-27,2023-08-28,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,1;3;10
e_e010843,e010843,1;22;26;7;6,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,6;22;7
e_e010850,e010850,2;22,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;11
e_e010852,e010852,22;5,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,5;24;8
e_e010863,e010863,9,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;9;22
e_e010868,e010868,13;22;26;4,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;13;22
e_e010884,e010884,22;6,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;2;1
e_e010893,e010893,1;2,2023-09-02,2023-09-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,1;2;26
e_e010900,e010900,1;10;2;22;5,2023-09-01,2023-09-02,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,10;2;1
e_e010915,e010915,1;2;6;26;22;23;4,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;26;22
e_e010921,e010921,1;2;4;5;6,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;2;4
e_e010926,e010926,13;2;22,2023-08-25,2023-08-26,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,4;24;6
e_e010935,e010935,2;22;26,2023-08-25,2023-08-26,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,26;24;22
e_e010937,e010937,11;21;22;24;6,2023-08-29,2023-08-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;21;22
e_e010939,e010939,2;22,2023-09-03,2023-09-04,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;1
e_e010948,e010948,2,2023-09-02,2023-09-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;26
e_e010955,e010955,22;24;26,2023-08-28,2023-08-29,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,21;26;24
e_e010969,e010969,1;21;22;24;26,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/부부/일반미션,1;22;26
e_e010978,e010978,1;12;13;3;6,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,1;3;22
e_e010979,e010979,27;8,2023-08-27,2023-08-28,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,8;22;2
e_e010984,e010984,1;22;26;4;7,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,7;4;21
e_e010990,e010990,3,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,3;22;11
e_e010991,e010991,4;5;24;28;22;26,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,5;22;26
e_e011007,e011007,22;26;28,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;5;9
e_e011029,e011029,1;24,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;3;1
e_e011037,e011037,1;22;6,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,6;21;24
e_e011039,e011039,2;22;24;26;6,2023-09-02,2023-09-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;1;4
e_e011046,e011046,4,2023-08-25,2023-08-26,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;4;7
e_e011054,e011054,2;5,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,5;1;24
e_e011058,e011058,2;22;26;6,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;22;11
e_e011062,e011062,6,2023-08-25,2023-08-26,대중교통 등,서울 방문/수도권 거주/39세 이하/부부/일반미션,6;4;1
e_e011070,e011070,1;22;24;26,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;21
e_e011095,e011095,1;3;7;12;22;24;26;27;21,2023-08-27,2023-08-28,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/부부/일반미션,1;3;27
e_e011100,e011100,11;6,2023-08-27,2023-08-28,자가용,서울 방문/수도권 외 거주/40세 이상/3인 이상 친구/일반미션,11;6;21
e_e011125,e011125,1;22;24;26;27,2023-08-31,2023-09-01,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,27;24;22
e_e011128,e011128,22;7;27;28;21;5;11,2023-09-02,2023-09-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,5;22;28
e_e011130,e011130,1;21;4;6;7,2023-08-25,2023-08-26,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;4;26
e_e011132,e011132,1;2;22;9,2023-09-02,2023-09-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;6;1
e_e011150,e011150,2;1;22;10;26;5,2023-08-28,2023-08-29,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;10;23
e_e011151,e011151,1;25;28,2023-08-27,2023-08-28,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,25;1;28
e_e011167,e011167,22;26;6,2023-08-25,2023-08-26,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,26;6;22
e_e011186,e011186,2;4;6;9,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;2;6
e_e011187,e011187,1;22;26;3;4,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,26;3;12
e_e011208,e011208,1;4;3;6;7;22;26,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;26;1
e_e011215,e011215,1;3;21,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,3;1;9
e_e011218,e011218,1;21;22;24;26;3;12,2023-09-01,2023-09-02,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,26;21;1
e_e011239,e011239,1;22;24;26;4,2023-08-27,2023-08-28,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,4;26;1
e_e011246,e011246,1;2;3;4;6,2023-08-27,2023-08-28,대중교통 등,서울 방문/수도권 거주/39세 이하/부부/일반미션,21;13;4
e_e011247,e011247,1;22;26;6,2023-08-27,2023-08-28,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,22;1;26
