TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION_CHECK,TRAVEL_PURPOSE_22,TRAVEL_PURPOSE_1,TRAVEL_PURPOSE_6,TRAVEL_PURPOSE_4,TRAVEL_PURPOSE_2,TRAVEL_PURPOSE_26,TRAVEL_PURPOSE_21,TRAVEL_PURPOSE_24,TRAVEL_PURPOSE_3,TRAVEL_PURPOSE_5,TRAVEL_PURPOSE_OTHER,TRAVEL_PURPOSE_COUNT,TRAVEL_MISSION_CHECK_22,TRAVEL_MISSION_CHECK_1,TRAVEL_MISSION_CHECK_6,TRAVEL_MISSION_CHECK_2,TRAVEL_MISSION_CHECK_21,TRAVEL_MISSION_CHECK_4,TRAVEL_MISSION_CHECK_24,TRAVEL_MISSION_CHECK_3,TRAVEL_MISSION_CHECK_26,TRAVEL_MISSION_CHECK_5,TRAVEL_MISSION_CHECK_OTHER,TRAVEL_MISSION_CHECK_COUNT,activity_payment_sum,activity_payment_count,activity_store_count,activity_history_rows,activity_type_unique,lodging_payment_sum,lodging_payment_count,lodging_store_count,visit_dgstfn_avg,visit_revisit_avg,visit_rcmdtn_avg,visit_trip_days,visit_move_cnt,visit_rate,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,MARR_STTS,FAMILY_MEMB,JOB_NM,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
e_e000509,E01,e000509,23;3;1;9;6;26,2023-05-19,2023-05-22,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,6;23;1,0,1,1,0,0,1,0,0,1,0,1,6,0,1,1,0,0,0,0,0,0,0,1,3,498800,8,6,17,6,91976,1,1,4.642857142857143,4.5,4.5,4,14,0.3571428571428571,29,남,20,6,1,4,2,4,8.0,2,1,11,11710,50,50130,26,26350,6,2,1,3,3,6,6,3,광주광역시,서울,2인 여행(가족 외),2023-05-19~2023-05-21,7,3.0,2.0,1
e_e000510,E03,e000510,13;21;22;26;3,2023-05-29,2023-05-30,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,3;13;21,1,0,0,0,0,1,1,0,1,0,1,5,0,0,0,0,1,0,0,1,0,0,1,3,60800,5,5,11,6,0,0,0,4.25,3.75,4.0,2,4,0.25,11,여,60,6,2,4,13,3,11.0,3,6,50,50130,48,48220,46,46130,1,1,2,5,3,4,5,5,서울특별시,경기,2인 여행(가족 외),2023-05-29~2023-05-29,6,2.0,4.0,1
e_e000514,E03,e000514,11;2;6,2023-06-03,2023-06-04,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,11;2;6,0,0,1,0,1,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,3,48000,2,2,4,4,0,0,0,5.0,5.0,5.0,2,1,1.0,41,남,60,5,2,5,8,3,5.0,3,6,44,44825,41,41290,42,42170,1,1,1,1,1,7,3,5,경기도,경기,3대 동반 여행(친척 포함),2023-06-03~2023-06-03,3,1.0,2.0,4
e_e000521,E02,e000521,1;2;22;26,2023-05-23,2023-05-24,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,22;24;26,1,1,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,8,3,0,0,0,4.5,4.333333333333333,4.333333333333333,2,6,0.5,41,남,40,6,2,2,4,5,7.0,3,5,42,42210,42,42830,50,50110,5,5,5,6,6,4,5,5,경기도,인천,나홀로 여행,2023-05-24~2023-05-24,4,1.0,2.0,0
e_e000523,E03,e000523,11;2;22;6;9,2023-06-10,2023-06-11,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;22;26,1,0,1,0,1,0,0,0,0,0,1,5,1,0,0,1,0,0,0,0,1,0,0,3,89700,2,2,2,2,0,0,0,4.0,4.0,3.5,2,2,0.0,11,남,40,6,2,4,2,7,8.0,2,2,42,42150,43,43150,41,41830,2,1,2,3,2,3,2,6,서울특별시,경기,자녀 동반 여행,2023-05-29~2023-05-29,8,3.0,1.0,3
e_e000524,E03,e000524,2;11;22,2023-05-16,2023-05-17,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2;11;22,1,0,0,0,1,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,1,3,51750,4,1,7,3,0,0,0,5.0,5.0,5.0,2,2,1.0,41,여,40,6,2,3,11,1,4.0,1,1,41,41460,41,41590,28,28185,4,7,4,5,7,4,3,7,경기도,경기,2인 여행(가족 외),2023-05-16~2023-05-16,5,3.0,8.0,1
e_e000525,E03,e000525,10;21;22;24;26,2023-05-25,2023-05-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;24;26,1,0,0,0,0,1,1,1,0,0,1,5,1,0,0,0,0,0,1,0,1,0,0,3,91000,3,3,5,4,0,0,0,4.0,4.0,4.0,2,3,0.3333333333333333,41,남,40,6,2,3,3,12,12.0,1,1,42,42820,46,46130,41,41460,2,4,2,3,6,7,2,7,경기도,경기,3인 이상 여행(가족 외),2023-05-25~2023-05-25,3,1.0,2.0,2
e_e000526,E01,e000526,1;4;5;6;7,2023-05-16,2023-05-18,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,6;4;5,0,1,1,1,0,0,0,0,0,1,1,5,0,0,1,0,0,1,0,0,0,1,0,3,48600,8,8,18,6,25000,1,1,4.333333333333333,4.333333333333333,4.111111111111111,3,9,0.7777777777777778,44,여,20,6,1,5,12,1,8.0,2,1,44,44180,26,26350,42,42150,3,1,2,3,3,2,7,3,충청남도,서울,나홀로 여행,2023-05-16~2023-05-17,1,2.0,4.0,0
e_e000531,E03,e000531,25;2;22,2023-05-27,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,25;22;24,1,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,1,3,37000,1,1,7,3,185000,1,1,3.25,3.0,3.0,3,4,0.25,11,여,20,5,1,5,3,4,10.0,2,1,41,41820,42,42150,42,42830,3,1,1,2,6,6,6,6,서울특별시,경기,2인 여행(가족 외),2023-05-27~2023-05-28,1,0.0,0.0,1
e_e000533,E03,e000533,21;22;26,2023-06-03,2023-06-04,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,21;6;8,1,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,3,172000,3,3,10,4,0,0,0,4.25,4.0,4.0,2,4,0.0,11,남,60,6,2,4,3,5,11.0,3,6,50,50130,42,42830,48,48220,2,2,3,2,4,4,3,4,서울특별시,경기,3인 이상 여행(가족 외),2023-06-03~2023-06-03,1,2.0,4.0,2
e_e000535,E03,e000535,1;22,2023-05-27,2023-05-30,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,1;24;22,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,3,30900,3,3,6,4,0,0,0,5.0,4.333333333333333,4.666666666666667,4,3,0.0,46,여,20,4,1,2,12,2,3.0,4,1,50,50110,11,11200,29,29110,3,2,1,1,1,2,2,5,전라남도,경기,2인 여행(가족 외),2023-05-27~2023-05-29,2,1.0,7.0,1
e_e000536,E01,e000536,1;2;5;9;11;21;22;26,2023-05-19,2023-05-22,자가용,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;21;4,1,1,0,0,1,1,1,0,0,1,1,8,0,1,0,0,1,1,0,0,0,0,0,3,180800,9,9,13,4,0,0,0,4.285714285714286,4.428571428571429,4.428571428571429,4,7,0.4285714285714285,41,남,40,6,2,4,3,7,8.0,2,1,11,11560,11,11710,41,41150,5,5,3,3,2,4,3,5,경기도,서울,나홀로 여행,2023-05-19~2023-05-21,7,5.0,2.0,0
e_e000540,E02,e000540,2;23,2023-06-01,2023-06-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,23;2;22,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,3,27900,2,2,7,4,147870,1,1,4.166666666666667,3.333333333333333,4.0,3,6,0.3333333333333333,41,여,40,5,2,3,5,1,4.0,2,1,50,50130,42,42230,29,29140,1,1,1,1,7,6,1,7,경기도,인천,3인 이상 여행(가족 외),2023-06-01~2023-06-02,7,2.0,0.0,2
e_e000541,E03,e000541,11;22;3;4;6,2023-05-20,2023-05-21,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,3;11;22,1,0,1,1,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,1,0,0,1,3,64700,6,5,7,3,0,0,0,4.0,3.6,3.8,2,5,0.0,11,여,40,6,2,3,4,1,12.0,2,1,42,42150,42,42820,50,50130,4,3,5,2,3,6,5,6,서울특별시,경기,3인 이상 여행(가족 외),2023-05-20~2023-05-20,8,3.0,7.0,2
e_e000544,E03,e000544,11;22;9,2023-05-21,2023-05-22,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,9;11;1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,3,13300,1,1,8,5,0,0,0,4.0,4.0,4.0,2,3,0.3333333333333333,41,여,40,5,2,4,4,4,8.0,2,3,11,11110,11,11170,42,42150,4,6,2,6,6,2,6,4,경기도,경기,2인 여행(가족 외),2023-05-21~2023-05-21,7,2.0,1.0,1
e_e000546,E01,e000546,1;2;3;7;6;4;10;22;24;26,2023-05-26,2023-05-30,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;4;24,1,1,1,1,1,1,0,1,1,0,1,10,0,1,0,0,0,1,1,0,0,0,0,3,316450,8,7,7,2,0,0,0,5.0,5.0,5.0,5,7,0.1428571428571428,41,남,20,6,1,4,12,2,12.0,3,1,11,11230,41,41110,50,50130,4,1,1,1,1,6,1,1,경기도,서울,나홀로 여행,2023-05-26~2023-05-29,1,7.0,6.0,0
e_e000547,E03,e000547,2;22;5,2023-06-09,2023-06-11,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;24;11,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,1,3,89450,3,3,4,3,10000,1,1,5.0,5.0,5.0,3,3,0.0,41,남,30,6,2,4,3,5,9.0,2,1,50,50130,42,42150,41,41280,2,4,3,3,3,5,3,6,경기도,경기,자녀 동반 여행,2023-06-09~2023-06-10,2,3.0,7.0,3
e_e000548,E03,e000548,5;27,2023-05-26,2023-05-28,자가용,서울 외 수도권 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,5;11;27,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,316000,8,8,11,4,476000,2,2,4.333333333333333,4.166666666666667,4.666666666666667,3,6,0.0,43,남,40,7,2,3,2,5,8.0,3,4,11,11110,45,45110,50,50110,6,2,2,2,5,6,5,4,충청북도,경기,자녀 동반 여행,2023-05-26~2023-05-27,3,9.0,2.0,2
e_e000550,E03,e000550,1;12;21;3;4,2023-05-27,2023-05-28,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,3;12;28,0,1,0,1,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,1,0,0,1,3,51900,3,3,5,4,0,0,0,4.25,3.75,4.0,2,4,0.25,41,여,30,6,1,4,3,4,9.0,3,5,41,41110,43,43800,50,50130,1,6,3,2,1,4,6,2,경기도,경기,나홀로 여행,2023-05-27~2023-05-27,1,4.0,2.0,0
e_e000552,E03,e000552,22;27;3;6,2023-05-25,2023-05-26,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,3;6;26,1,0,1,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,0,1,1,0,0,3,52900,2,2,4,3,0,0,0,4.0,3.75,4.25,2,4,0.0,11,여,40,6,2,4,11,2,10.0,3,2,41,41830,42,42150,48,48220,2,4,5,2,2,6,5,6,서울특별시,경기,2인 가족 여행,2023-05-23~2023-05-23,3,9.0,8.0,1
e_e000556,E03,e000556,21;22;26;4;6,2023-06-06,2023-06-07,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,21;24;22,1,0,1,1,0,1,1,0,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,3,113000,2,2,5,3,0,0,0,4.0,3.0,3.0,2,2,0.0,11,남,30,6,1,3,3,6,11.0,3,5,50,50130,42,42150,26,26350,3,2,2,2,2,3,5,6,서울특별시,경기,부모 동반 여행,2023-06-06~2023-06-06,1,3.0,7.0,2
e_e000557,E01,e000557,2;22;5,2023-05-29,2023-05-30,자가용,서울 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,6;22;3,1,0,0,0,1,0,0,0,0,1,0,3,1,0,1,0,0,0,0,1,0,0,0,3,63000,2,2,5,4,0,0,0,4.0,4.333333333333333,4.333333333333333,2,3,0.3333333333333333,41,남,50,6,2,3,2,5,8.0,3,5,42,42150,26,26350,28,28710,3,2,5,3,5,3,5,4,경기도,서울,3인 이상 여행(가족 외),2023-05-29~2023-05-29,1,3.0,2.0,2
e_e000560,E03,e000560,8,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,8;9;22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,34800,2,2,8,5,15000,1,1,4.0,3.75,3.75,3,4,0.25,11,여,30,6,1,3,2,6,12.0,2,3,41,41820,41,41650,42,42720,1,1,3,5,2,6,2,2,서울특별시,경기,2인 가족 여행,2023-05-20~2023-05-21,2,1.0,3.0,1
e_e000561,E02,e000561,1;21;3;4;6,2023-05-20,2023-05-23,자가용,인천 방문/거주지 구분 없음/40세 이상/특별미션,1;22;21,0,1,1,1,0,0,1,0,1,0,0,5,1,1,0,0,1,0,0,0,0,0,0,3,2469500,19,18,24,6,0,1,1,4.095238095238095,3.857142857142857,3.9047619047619047,4,21,0.1904761904761904,41,남,50,4,2,4,7,6,9.0,3,2,28,28185,42,42130,11,11680,4,1,6,4,2,7,2,2,경기도,인천,나홀로 여행,2023-05-19~2023-05-21,4,2.0,1.0,0
e_e000563,E01,e000563,1;22;26;4;7,2023-05-28,2023-05-30,대중교통 등,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,7;22;4,1,1,0,1,0,1,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,1,3,287890,11,10,19,5,126740,1,1,4.076923076923077,3.769230769230769,3.8461538461538463,3,13,0.3846153846153846,30,여,20,5,2,2,2,5,8.0,2,3,50,50130,11,11680,27,27230,5,3,4,2,5,6,6,7,대전광역시,서울,2인 가족 여행,2023-05-28~2023-05-29,1,2.0,5.0,1
e_e000564,E03,e000564,10;2;5,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,10;2;1,0,0,0,0,1,0,0,0,0,1,1,3,0,1,0,1,0,0,0,0,0,0,1,3,168000,3,3,8,5,0,0,0,4.6,3.8,4.4,2,5,0.6,41,남,40,5,2,3,3,5,7.0,2,2,42,42150,41,41820,42,42750,1,1,1,2,7,2,2,2,경기도,경기,나홀로 여행,2023-05-20~2023-05-20,1,2.0,7.0,0
e_e000566,E03,e000566,1;22;6,2023-05-20,2023-05-21,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,6;1;22,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,3,196400,6,6,16,6,0,0,0,4.333333333333333,4.444444444444445,4.333333333333333,2,9,0.7777777777777778,11,여,50,4,2,4,4,5,10.0,3,3,50,50110,26,26350,41,41280,6,4,2,3,3,6,3,6,서울특별시,경기,나홀로 여행,2023-05-20~2023-05-20,5,1.0,5.0,0
e_e000567,E03,e000567,11;22;27;3;6,2023-05-24,2023-05-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,3;27;11,1,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,1,0,0,1,3,102010,5,4,15,5,45000,1,1,4.5,4.5,4.5,3,8,0.25,11,여,30,6,2,4,3,1,7.0,2,2,44,44825,42,42110,42,42150,1,1,4,5,4,2,2,6,서울특별시,경기,자녀 동반 여행,2023-05-24~2023-05-25,8,7.0,2.0,3
e_e000569,E03,e000569,2,2023-06-04,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;11;22,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,3,23900,2,2,6,3,0,0,0,3.333333333333333,3.6666666666666665,3.333333333333333,2,3,0.0,28,남,30,5,2,3,3,4,4.0,2,1,28,28200,41,41190,41,41390,1,2,2,2,5,2,6,6,인천광역시,경기,자녀 동반 여행,2023-06-03~2023-06-03,3,1.0,4.0,2
e_e000579,E03,e000579,12;21;22;24;27,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,3;12;13,1,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,3,55300,5,5,7,3,0,0,0,5.0,5.0,5.0,2,4,0.0,28,남,30,6,1,2,5,4,5.0,3,4,42,42210,50,50130,44,44825,2,2,2,4,5,5,5,6,인천광역시,경기,2인 여행(가족 외),2023-05-20~2023-05-20,3,4.0,1.0,1
e_e000584,E01,e000584,1;4,2023-05-26,2023-05-27,대중교통 등,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,1;4;21,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,3,642500,7,7,15,5,0,0,0,3.6,3.7,3.5,2,10,0.8,26,여,30,6,1,3,3,5,10.0,2,1,11,11680,26,26710,50,50130,4,3,6,3,6,6,2,6,부산광역시,서울,2인 가족 여행,2023-05-26~2023-05-26,9,1.0,3.0,1
e_e000590,E03,e000590,2;22;23;3;5,2023-05-23,2023-05-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,26;5;1,1,0,0,0,1,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,1,1,0,3,104400,7,6,12,4,48000,1,1,4.888888888888889,4.666666666666667,4.555555555555555,3,9,0.1111111111111111,41,여,30,5,2,2,3,5,7.0,2,1,50,50130,26,26350,11,11710,5,2,2,2,6,2,2,7,경기도,경기,2인 가족 여행,2023-05-23~2023-05-24,2,8.0,5.0,1
e_e000591,E01,e000591,1;6;22;26,2023-05-22,2023-05-23,자가용,서울 방문/수도권 거주/39세 이하/부부/일반미션,6;22;1,1,1,1,0,0,1,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,3,55400,6,5,15,6,0,0,0,4.222222222222222,3.6666666666666665,3.888888888888889,2,9,0.5555555555555556,41,남,30,6,2,3,3,4,10.0,2,1,41,41820,50,50110,42,42830,1,3,2,1,1,1,1,5,경기도,서울,2인 가족 여행,2023-05-22~2023-05-22,2,3.0,1.0,1
e_e000594,E03,e000594,1;27;7;5;8;9,2023-05-28,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,7;8;27,0,1,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,3,172820,4,4,7,5,170000,1,1,4.333333333333333,4.0,4.0,3,3,0.0,11,여,30,7,1,1,2,4,7.0,2,2,41,41110,41,41460,26,26350,6,2,2,3,5,5,1,3,서울특별시,경기,2인 여행(가족 외),2023-05-28~2023-05-29,1,3.0,2.0,1
e_e000595,E03,e000595,2;22;23;6;9,2023-05-27,2023-05-29,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;10;23,1,0,1,0,1,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,3,190100,5,5,14,7,60000,1,1,4.111111111111111,4.0,4.0,3,9,0.1111111111111111,41,여,20,6,1,4,2,5,11.0,2,1,42,42150,50,50130,50,50110,2,2,6,2,2,2,2,6,경기도,경기,2인 여행(가족 외),2023-05-27~2023-05-28,3,1.0,2.0,1
e_e000597,E03,e000597,2;6;11;24;6;27;22,2023-05-29,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;6;11,1,0,1,0,1,0,0,1,0,0,1,7,0,0,1,1,0,0,0,0,0,0,1,3,27900,1,1,8,4,0,0,0,5.0,4.666666666666667,4.666666666666667,2,3,0.0,11,남,40,7,2,3,13,4,7.0,2,2,11,11440,42,42210,26,26350,1,7,1,1,7,7,7,1,서울특별시,경기,자녀 동반 여행,2023-05-29~2023-05-29,2,1.0,8.0,1
e_e000599,E01,e000599,2;23;3;4;6,2023-06-04,2023-06-06,자가용,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,3;6;2,0,0,1,1,1,0,0,0,1,0,1,5,0,0,1,1,0,0,0,1,0,0,0,3,142700,6,6,13,5,251680,1,1,3.5,3.1,3.3,3,10,0.1,41,여,40,7,2,4,2,5,11.0,3,2,11,11230,50,50130,26,26350,4,4,4,4,4,4,4,4,경기도,서울,자녀 동반 여행,2023-06-04~2023-06-05,3,8.0,2.0,1
e_e000602,E03,e000602,1;2;4;5;6,2023-05-17,2023-05-20,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,4;25;24,0,1,1,1,1,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,1,3,75100,4,4,11,5,0,0,0,4.5,4.375,4.625,4,8,0.375,11,여,20,4,1,3,4,4,12.0,3,10,30,30200,42,42150,42,42210,1,1,3,7,5,3,1,1,서울특별시,경기,나홀로 여행,2023-05-17~2023-05-19,1,5.0,4.0,0
e_e000603,E01,e000603,1;13;2;3,2023-05-27,2023-05-30,대중교통 등,서울 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,3;2;13,0,1,0,0,1,0,0,0,1,0,1,4,0,0,0,1,0,0,0,1,0,0,1,3,475800,12,12,23,6,357048,1,1,4.769230769230769,4.769230769230769,4.769230769230769,4,13,0.0769230769230769,26,여,40,7,2,4,2,6,10.0,3,2,50,50110,46,46130,48,48220,2,4,2,2,2,4,2,3,부산광역시,서울,자녀 동반 여행,2023-05-27~2023-05-29,8,7.0,3.0,3
e_e000604,E03,e000604,1;11;2;5;6,2023-05-17,2023-05-20,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,5;6;2,0,1,1,0,1,0,0,0,0,1,1,5,0,0,1,1,0,0,0,0,0,1,0,3,24500,4,4,10,4,0,0,0,4.625,4.25,4.375,4,8,0.0,11,남,50,4,2,3,8,12,12.0,3,4,42,42230,42,42150,42,42830,1,1,6,4,3,2,5,6,서울특별시,경기,나홀로 여행,2023-05-17~2023-05-19,4,1.0,6.0,0
e_e000605,E03,e000605,1;2;25;4;6,2023-06-03,2023-06-07,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;25;26,0,1,1,1,1,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,0,1,3,130560,6,6,10,4,0,0,0,4.875,4.875,4.625,5,8,0.0,11,여,20,4,1,3,4,4,12.0,3,8,42,42150,28,28710,50,50110,1,1,7,4,1,1,7,7,서울특별시,경기,나홀로 여행,2023-06-03~2023-06-06,2,5.0,7.0,0
e_e000607,E03,e000607,2;21;22;6,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,23;21;2,1,0,1,0,1,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1,3,140000,6,6,15,5,520000,1,1,3.4285714285714284,2.857142857142857,2.857142857142857,3,7,0.0,41,여,30,6,1,2,3,7,12.0,2,1,48,48840,45,45110,42,42110,1,3,2,4,2,4,6,2,경기도,경기,부모 동반 여행,2023-05-20~2023-05-21,2,3.0,7.0,3
e_e000608,E01,e000608,1;11;22;9,2023-05-22,2023-05-24,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;3;11,1,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,1,3,21600,3,3,7,5,0,1,1,4.5,3.8333333333333335,4.166666666666667,3,6,0.3333333333333333,47,여,20,6,1,3,12,3,7.0,2,3,11,11440,26,26350,47,47110,4,2,4,4,5,4,6,6,경상북도,서울,나홀로 여행,2023-05-22~2023-05-23,7,4.0,2.0,0
e_e000609,E03,e000609,2;22,2023-05-31,2023-06-01,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;1;26,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,3,30000,2,2,3,2,0,0,0,5.0,3.0,5.0,2,1,1.0,11,남,30,4,2,3,4,3,5.0,2,1,41,41190,41,41280,41,41820,4,4,4,3,4,6,6,6,서울특별시,경기,자녀 동반 여행,2023-05-31~2023-05-31,1,7.0,5.0,2
e_e000612,E02,e000612,2;21;22;24,2023-05-27,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,5;21;22,1,0,0,0,1,0,1,1,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,3,158800,7,7,8,3,0,0,0,4.0,3.75,3.75,4,8,0.5,11,남,40,7,2,3,3,7,7.0,3,4,42,42150,28,28110,50,50110,2,2,3,3,4,6,2,5,서울특별시,인천,자녀 동반 여행,2023-05-27~2023-05-29,3,1.0,7.0,1
e_e000615,E02,e000615,22;6;9,2023-06-10,2023-06-12,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;6;9,1,0,1,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,1,3,126000,8,8,13,5,85000,1,1,5.0,4.583333333333333,4.583333333333333,3,12,0.1666666666666666,11,여,30,5,1,1,3,4,7.0,3,7,42,42150,50,50110,28,28110,3,2,3,3,3,4,5,6,서울특별시,인천,2인 여행(가족 외),2023-06-10~2023-06-11,5,2.0,3.0,1
e_e000618,E01,e000618,21;22;23;3;6,2023-05-27,2023-05-30,자가용,서울 방문/수도권 거주/40세 이상/커플/일반미션,23;3;26,1,0,1,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,1,1,0,1,3,52400,3,3,27,6,366120,1,1,4.176470588235294,4.117647058823529,4.117647058823529,4,17,0.7647058823529411,28,여,40,6,1,4,3,5,10.0,2,1,42,42210,11,11140,26,26350,4,2,4,2,3,2,4,4,인천광역시,서울,2인 여행(가족 외),2023-05-27~2023-05-29,1,3.0,2.0,1
