AGE_GRP,FAMILY_MEMB,TRAVEL_COMPANIONS_NUM,TRAVEL_TERM,TRAVEL_NUM,companions_per_family,lodging_payment_sum,lodging_payment_count,lodging_store_count,TRAVEL_STATUS_ACCOMPANY_CODE,visit_move_cnt,activity_payment_sum,activity_payment_count,activity_store_count,activity_history_rows,activity_type_unique,activity_per_day,spending_per_day,activity_to_lodging_ratio,MVMN_NM_CODE,IS_FAILED_TRIP
20.0,1.0,0.0,3.0,2.0,0.0,119000,0,0,6,11.0,38040,4,4,13,6,2.0,78520.0,0.3196611793178208,1,1.0
30.0,3.0,3.0,2.0,2.0,1.0,119000,0,0,5,8.0,70000,1,1,6,3,0.5,94500.0,0.5882303510054537,1,0.0
60.0,4.0,1.0,3.0,2.0,0.25,119000,0,0,8,5.0,40900,3,3,4,3,1.5,79950.0,0.3436945908017579,1,0.0
20.0,2.0,0.0,3.0,3.0,0.0,119000,0,0,6,12.0,53100,5,5,11,5,2.5,86050.0,0.4462147376912799,1,0.0
30.0,1.0,1.0,4.0,1.0,1.0,119000,0,0,2,7.0,65100,5,5,12,5,2.5,92050.0,0.547054226435072,1,0.0
30.0,2.0,0.0,2.0,2.0,0.0,119000,0,0,6,7.0,17100,3,3,8,6,1.5,68050.0,0.1436962714599036,2,0.0
20.0,1.0,3.0,2.0,1.0,3.0,119000,0,0,5,5.0,401400,5,5,4,2,2.5,260200.0,3.3730808984798446,2,0.0
20.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,5.0,24700,2,2,4,3,1.0,71850.0,0.2075612809976386,2,0.0
20.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,2,7.0,171000,8,6,8,4,4.0,145000.0,1.436962714599037,2,0.0
30.0,2.0,1.0,3.0,4.0,0.5,119000,0,0,2,6.0,50300,2,2,7,5,1.0,84650.0,0.4226855236510617,3,1.0
30.0,3.0,1.0,2.0,3.0,0.3333333333333333,119000,0,0,2,6.0,45000,2,2,5,3,1.0,82000.0,0.3781480827892202,3,1.0
40.0,2.0,2.0,2.0,2.0,1.0,119000,0,0,5,10.0,212180,8,8,11,5,4.0,165590.0,1.7830102268048167,3,1.0
40.0,3.0,0.0,2.0,4.0,0.0,119000,0,0,6,5.0,34200,1,1,4,4,0.5,76600.0,0.2873925429198073,3,0.0
60.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,6.0,69000,2,2,4,2,1.0,94000.0,0.5798270602768044,3,0.0
20.0,4.0,0.0,3.0,4.0,0.0,119000,0,0,6,5.0,15000,1,1,5,4,0.5,67000.0,0.1260493609297401,3,0.0
40.0,5.0,3.0,3.0,2.0,0.6,119000,0,0,8,4.0,60000,3,2,2,2,1.5,89500.0,0.5041974437189604,3,0.0
40.0,3.0,1.0,3.0,6.0,0.3333333333333333,119000,0,0,8,5.0,48400,3,3,3,2,1.5,83700.0,0.406719271266628,3,0.0
20.0,1.0,0.0,3.0,3.0,0.0,119000,0,0,6,5.0,9100,1,1,3,2,0.5,64050.0,0.0764699456307089,3,0.0
30.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,3.0,5000,1,1,4,4,0.5,62000.0,0.0420164536432466,3,0.0
60.0,4.0,3.0,3.0,4.0,0.75,119000,0,0,3,7.0,184000,5,5,8,4,2.5,151500.0,1.5462054940714784,3,1.0
60.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,9.0,139740,4,4,8,5,2.0,129370.0,1.1742758464214589,3,1.0
40.0,4.0,3.0,1.0,2.0,0.75,119000,0,0,8,3.0,90800,1,1,2,2,0.5,104900.0,0.76301879816136,3,0.0
30.0,1.0,1.0,3.0,4.0,1.0,119000,0,0,1,7.0,43600,2,2,6,5,1.0,81300.0,0.3663834757691112,3,1.0
50.0,4.0,2.0,3.0,5.0,0.5,119000,0,0,5,7.0,421700,4,3,5,4,2.0,270350.0,3.5436677002714263,3,0.0
20.0,3.0,0.0,4.0,1.0,0.0,119000,0,0,6,9.0,49200,6,6,7,3,3.0,84100.0,0.4134419038495475,3,0.0
60.0,4.0,3.0,3.0,6.0,0.75,119000,0,0,5,5.0,118300,2,1,3,2,1.0,118650.0,0.9941092931992168,3,0.0
40.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,8,4.0,150300,3,3,5,4,1.5,134650.0,1.2630145965159956,3,1.0
30.0,2.0,0.0,3.0,5.0,0.0,119000,0,0,6,8.0,44700,2,2,6,5,1.0,81850.0,0.3756270955706254,3,0.0
30.0,3.0,1.0,3.0,3.0,0.3333333333333333,119000,0,0,2,8.0,125500,4,4,11,5,2.0,122250.0,1.054612986445492,3,1.0
20.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,7.0,76240,4,4,5,3,2.0,97620.0,0.6406668851522256,3,0.0
30.0,3.0,2.0,2.0,3.0,0.6666666666666666,119000,0,0,8,5.0,102160,3,3,4,3,1.5,110580.0,0.8584801808388165,3,0.0
30.0,3.0,1.0,3.0,3.0,0.3333333333333333,119000,0,0,2,5.0,84800,2,2,2,2,1.0,101900.0,0.712599053789464,3,1.0
40.0,3.0,2.0,2.0,3.0,0.6666666666666666,119000,0,0,8,4.0,7521300,3,2,3,3,1.5,3820150.0,63.20367055739028,3,0.0
30.0,4.0,3.0,1.0,1.0,0.75,119000,0,0,8,4.0,100400,3,3,2,2,1.5,109700.0,0.8436903891563936,3,0.0
30.0,2.0,1.0,4.0,1.0,0.5,119000,0,0,1,7.0,78200,4,4,6,3,2.0,98600.0,0.6571373349803783,3,0.0
60.0,2.0,1.0,2.0,2.0,0.5,119000,0,0,1,11.0,175400,3,3,11,4,1.5,147200.0,1.473937193805094,3,0.0
20.0,4.0,1.0,4.0,4.0,0.25,119000,0,0,2,8.0,112000,3,3,9,5,1.5,115500.0,0.941168561608726,3,0.0
40.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,8,6.0,78100,2,2,4,3,1.0,98550.0,0.6562970059075134,3,0.0
40.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,8,4.0,40000,2,2,5,5,1.0,79500.0,0.3361316291459735,3,1.0
30.0,3.0,0.0,3.0,4.0,0.0,119000,0,0,6,7.0,13500,3,3,7,3,1.5,66250.0,0.113444424836766,3,1.0
30.0,3.0,2.0,2.0,3.0,0.6666666666666666,119000,0,0,8,5.0,77200,3,3,6,4,1.5,98100.0,0.648734044251729,3,1.0
30.0,2.0,0.0,2.0,2.0,0.0,119000,0,0,6,8.0,83900,3,3,10,4,1.5,101450.0,0.7050360921336796,3,0.0
40.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,7.0,37800,2,2,6,4,1.0,78400.0,0.317644389542945,3,0.0
30.0,3.0,2.0,2.0,3.0,0.6666666666666666,119000,0,0,8,4.0,75900,3,3,3,2,1.5,97450.0,0.6378097663044848,3,1.0
30.0,3.0,1.0,3.0,6.0,0.3333333333333333,119000,0,0,8,4.0,50600,3,3,3,3,1.5,84800.0,0.4252065108696565,3,0.0
40.0,4.0,1.0,1.0,1.0,0.25,119000,0,0,2,9.0,25800,1,1,8,4,0.5,72400.0,0.2168049007991529,3,0.0
40.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,8,4.0,43400,3,3,5,3,1.5,81200.0,0.3647028176233813,3,1.0
60.0,1.0,3.0,4.0,2.0,3.0,119000,0,0,3,11.0,243300,5,5,13,6,2.5,181150.0,2.044520634280384,3,0.0
30.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,8,3.0,103100,6,2,5,5,3.0,111050.0,0.8663792741237468,3,0.0
30.0,3.0,0.0,3.0,2.0,0.0,119000,0,0,6,5.0,30000,3,3,6,3,1.5,74500.0,0.2520987218594802,3,0.0
50.0,3.0,2.0,2.0,2.0,0.6666666666666666,119000,0,0,5,4.0,80500,2,2,3,3,1.0,99750.0,0.6764649036562718,3,0.0
30.0,3.0,3.0,2.0,2.0,1.0,119000,0,0,8,3.0,255400,6,6,2,2,3.0,187200.0,2.146200452097041,3,0.0
30.0,2.0,0.0,2.0,1.0,0.0,119000,0,0,6,7.0,76900,3,3,13,5,1.5,97950.0,0.6462130570331341,3,0.0
40.0,4.0,4.0,3.0,5.0,1.0,119000,0,0,8,15.0,86400,4,4,12,4,2.0,102700.0,0.7260443189553029,3,0.0
30.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,6.0,75600,2,2,6,3,1.0,97300.0,0.63528877908589,3,0.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,5.0,36030,2,2,7,5,1.0,77515.0,0.3027705649532357,3,1.0
40.0,3.0,2.0,2.0,3.0,0.6666666666666666,119000,0,0,8,4.0,187900,4,3,5,3,2.0,153450.0,1.5789783279132108,3,1.0
30.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,8.0,45800,3,3,7,3,1.5,82400.0,0.3848707153721397,3,0.0
30.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,8,8.0,150500,7,5,8,4,3.5,134750.0,1.2646952546617256,3,1.0
30.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,4.0,99500,4,2,9,5,2.0,109250.0,0.8361274275006092,3,1.0
30.0,6.0,5.0,1.0,1.0,0.8333333333333334,119000,0,0,8,5.0,26100,1,1,4,3,0.5,72550.0,0.2193258880177477,3,0.0
40.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,2,4.0,19000,3,3,2,2,1.5,69000.0,0.1596625238443374,3,1.0
30.0,1.0,0.0,3.0,4.0,0.0,119000,0,0,6,7.0,61900,5,5,15,5,2.5,90450.0,0.5201636961033941,3,0.0
40.0,4.0,2.0,2.0,2.0,0.5,119000,0,0,8,4.0,21500,1,1,2,2,0.5,70250.0,0.1806707506659607,3,0.0
40.0,4.0,3.0,2.0,3.0,0.75,119000,0,0,8,8.0,77400,3,3,6,3,1.5,98200.0,0.6504147023974588,3,1.0
30.0,1.0,0.0,3.0,6.0,0.0,119000,0,0,6,8.0,43100,4,3,8,4,2.0,81050.0,0.3621818304047865,3,0.0
20.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,12.0,42200,2,2,10,3,1.0,80600.0,0.3546188687490021,3,0.0
60.0,2.0,0.0,2.0,1.0,0.0,119000,0,0,6,5.0,6800,1,1,5,4,0.5,62900.0,0.0571423769548155,3,0.0
40.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,8,6.0,126300,5,5,4,3,2.5,122650.0,1.0613356190284116,3,0.0
30.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,2,5.0,21000,1,1,6,4,0.5,70000.0,0.1764691053016361,3,1.0
30.0,1.0,1.0,2.0,2.0,1.0,119000,0,0,2,4.0,88000,5,4,8,4,2.5,103500.0,0.7394895841211419,3,1.0
30.0,2.0,1.0,2.0,2.0,0.5,119000,0,0,2,4.0,169000,3,3,3,2,1.5,144000.0,1.4201561331417385,3,0.0
40.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,8.0,196200,4,3,9,5,2.0,157600.0,1.6487256409610005,3,1.0
40.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,8,5.0,191230,4,4,4,3,2.0,155115.0,1.6069612860396132,3,0.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,2,10.0,56150,3,3,7,4,1.5,87575.0,0.4718447744136604,3,1.0
40.0,2.0,2.0,3.0,12.0,1.0,119000,0,0,5,4.0,266350,3,3,4,3,1.5,192675.0,2.238216485575752,3,0.0
60.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,1,9.0,107900,7,7,7,3,3.5,113450.0,0.9067150696212636,3,0.0
30.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,8,5.0,30600,3,2,3,2,1.5,74800.0,0.2571406962966698,3,0.0
40.0,2.0,1.0,3.0,3.0,0.5,119000,0,0,2,8.0,68000,4,4,8,3,2.0,93500.0,0.5714237695481551,3,1.0
40.0,3.0,0.0,3.0,4.0,0.0,119000,0,0,6,3.0,25500,5,5,3,3,2.5,72250.0,0.2142839135805581,3,0.0
30.0,3.0,0.0,2.0,4.0,0.0,119000,0,0,6,3.0,137660,5,5,6,4,2.5,128330.0,1.156797001705868,3,0.0
60.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,1,8.0,32600,2,2,6,3,1.0,75800.0,0.2739472777539684,3,0.0
30.0,1.0,0.0,3.0,6.0,0.0,119000,0,0,6,6.0,18430,3,3,4,4,1.5,68715.0,0.1548726481290073,3,0.0
40.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,1,5.0,43000,3,3,3,2,1.5,81000.0,0.3613415013319215,3,0.0
60.0,4.0,4.0,2.0,3.0,1.0,119000,0,0,7,7.0,146300,4,4,6,2,2.0,132650.0,1.2294014336013983,3,0.0
40.0,3.0,2.0,2.0,2.0,0.6666666666666666,119000,0,0,8,7.0,51000,7,6,11,5,3.5,85000.0,0.4285678271611163,3,0.0
40.0,2.0,1.0,2.0,3.0,0.5,119000,0,0,8,9.0,49300,4,4,7,2,2.0,84150.0,0.4142822329224124,3,0.0
60.0,4.0,1.0,3.0,10.0,0.25,119000,0,0,8,10.0,54900,5,4,9,5,2.5,86950.0,0.4613406610028487,3,0.0
60.0,3.0,3.0,3.0,8.0,1.0,119000,0,0,3,6.0,59100,2,2,5,3,1.0,89050.0,0.4966344820631759,3,0.0
30.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,4.0,72050,4,2,5,5,2.0,95525.0,0.6054570969991849,3,0.0
40.0,4.0,2.0,3.0,2.0,0.5,119000,0,0,8,9.0,124500,7,7,7,3,3.5,121750.0,1.0462096957168427,3,1.0
30.0,2.0,1.0,3.0,6.0,0.5,119000,0,0,1,4.0,23000,2,2,2,2,1.0,71000.0,0.1932756867589348,3,1.0
20.0,4.0,1.0,3.0,3.0,0.25,119000,0,0,2,6.0,50400,4,4,7,5,2.0,84700.0,0.4235258527239267,3,1.0
50.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,5,6.0,49500,2,2,7,4,1.0,84250.0,0.4159628910681422,3,1.0
40.0,2.0,0.0,3.0,4.0,0.0,119000,0,0,6,4.0,30000,1,1,2,2,0.5,74500.0,0.2520987218594802,3,0.0
40.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,4.0,50000,1,1,4,3,0.5,84500.0,0.4201645364324669,3,0.0
20.0,4.0,1.0,2.0,2.0,0.25,119000,0,0,2,3.0,85700,4,2,4,3,2.0,102350.0,0.7201620154452484,1,0.0
20.0,4.0,1.0,4.0,1.0,0.25,119000,0,0,2,6.0,63800,4,3,8,4,2.0,91400.0,0.5361299484878278,1,1.0
30.0,3.0,0.0,2.0,1.0,0.0,119000,0,0,6,6.0,45630,3,3,6,5,1.5,82315.0,0.3834421559482693,1,0.0
20.0,4.0,0.0,3.0,2.0,0.0,119000,0,0,6,3.0,100500,4,3,7,5,2.0,109750.0,0.8445307182292586,1,1.0
20.0,4.0,1.0,2.0,2.0,0.25,119000,0,0,2,4.0,132800,3,3,3,3,1.5,125900.0,1.1159570087646322,2,0.0
40.0,2.0,1.0,3.0,5.0,0.5,119000,0,0,1,9.0,37500,2,2,7,5,1.0,78250.0,0.3151234023243502,2,1.0
30.0,1.0,0.0,3.0,2.0,0.0,119000,0,0,6,5.0,6200,2,2,4,4,1.0,62600.0,0.0521004025176259,1,1.0
30.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,7.0,74100,6,6,12,5,3.0,96550.0,0.622683842992916,2,0.0
40.0,2.0,3.0,2.0,1.0,1.5,119000,0,0,5,4.0,163000,2,2,4,2,1.0,141000.0,1.3697363887698422,2,1.0
30.0,3.0,0.0,3.0,1.0,0.0,119000,0,0,6,6.0,31400,2,2,6,3,1.0,75200.0,0.2638633288795892,1,1.0
20.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,7.0,34000,2,2,5,3,1.0,76500.0,0.2857118847740775,1,0.0
20.0,1.0,1.0,2.0,2.0,1.0,119000,0,0,2,6.0,119900,6,6,13,6,3.0,119450.0,1.0075545583650558,2,0.0
30.0,4.0,2.0,3.0,3.0,0.5,119000,0,0,5,9.0,89300,6,6,12,5,3.0,104150.0,0.750413862068386,1,0.0
20.0,5.0,1.0,2.0,1.0,0.2,119000,0,0,2,10.0,110140,5,5,10,5,2.5,114570.0,0.9255384408534382,1,0.0
20.0,4.0,1.0,3.0,3.0,0.25,119000,0,0,2,5.0,39800,1,1,3,2,0.5,79400.0,0.3344509710002437,1,0.0
30.0,1.0,0.0,2.0,2.0,0.0,119000,0,0,6,8.0,66400,5,5,9,5,2.5,92700.0,0.5579785043823161,2,0.0
20.0,4.0,1.0,1.0,3.0,0.25,119000,0,0,2,6.0,34200,4,4,8,5,2.0,76600.0,0.2873925429198073,1,1.0
20.0,1.0,2.0,2.0,1.0,2.0,119000,0,0,5,7.0,34000,1,1,3,3,0.5,76500.0,0.2857118847740775,2,0.0
20.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,2,5.0,19800,3,3,9,4,1.5,69400.0,0.1663851564272569,2,0.0
40.0,4.0,1.0,2.0,2.0,0.25,119000,0,0,8,7.0,49900,3,3,9,5,1.5,84450.0,0.419324207359602,2,0.0
40.0,4.0,1.0,1.0,5.0,0.25,40000,1,1,1,8.0,22000,3,3,10,5,1.5,31000.0,0.5499862503437414,2,1.0
20.0,3.0,1.0,3.0,5.0,0.3333333333333333,119000,0,0,2,5.0,104200,3,3,6,5,1.5,111600.0,0.8756228939252612,2,0.0
40.0,3.0,1.0,3.0,2.0,0.3333333333333333,119000,0,0,2,6.0,70900,3,3,5,4,1.5,94950.0,0.5957933126612381,2,1.0
20.0,1.0,1.0,1.0,1.0,1.0,119000,0,0,2,3.0,67900,4,3,5,5,2.0,93450.0,0.5705834404752901,2,0.0
20.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,8.0,80200,6,6,7,5,3.0,99600.0,0.673943916437677,1,0.0
40.0,3.0,4.0,3.0,5.0,1.3333333333333333,119000,0,0,5,5.0,595000,7,4,8,5,3.5,357000.0,4.999957983546357,2,0.0
40.0,3.0,1.0,4.0,1.0,0.3333333333333333,119000,0,0,2,6.0,101700,3,3,6,4,1.5,110350.0,0.8546146671036378,2,1.0
20.0,1.0,1.0,2.0,1.0,1.0,119000,0,0,2,8.0,135500,6,5,7,4,3.0,127250.0,1.1386458937319854,1,0.0
30.0,6.0,1.0,3.0,10.0,0.1666666666666666,119000,0,0,1,7.0,234600,12,9,15,4,6.0,176800.0,1.971412004941135,1,0.0
40.0,4.0,0.0,2.0,1.0,0.0,119000,0,0,6,6.0,27000,3,3,5,3,1.5,73000.0,0.2268888496735321,1,0.0
30.0,3.0,0.0,3.0,15.0,0.0,119000,0,0,6,28.0,134600,11,6,35,7,5.5,126800.0,1.131082932076201,2,0.0
20.0,4.0,1.0,3.0,1.0,0.25,119000,0,0,2,10.0,71800,4,4,15,6,2.0,95400.0,0.6033562743170225,1,1.0
30.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,2,5.0,66700,3,3,7,5,1.5,92850.0,0.560499491600911,2,0.0
20.0,3.0,1.0,2.0,4.0,0.3333333333333333,119000,0,0,2,6.0,83800,4,4,4,2,2.0,101400.0,0.7041957630608147,1,1.0
30.0,5.0,2.0,2.0,1.0,0.4,119000,0,0,5,6.0,84900,3,3,7,4,1.5,101950.0,0.7134393828623289,2,1.0
20.0,1.0,1.0,4.0,1.0,1.0,119000,0,0,2,4.0,71000,3,2,6,5,1.5,95000.0,0.596633641734103,2,0.0
30.0,1.0,0.0,2.0,4.0,0.0,119000,0,0,6,9.0,325500,7,7,8,3,3.5,222250.0,2.73527113217536,2,0.0
20.0,3.0,1.0,3.0,3.0,0.3333333333333333,119000,0,0,2,6.0,139000,5,5,6,4,2.5,129000.0,1.1680574112822582,2,1.0
20.0,3.0,1.0,2.0,2.0,0.3333333333333333,119000,0,0,2,6.0,53100,3,3,7,5,1.5,86050.0,0.4462147376912799,1,1.0
20.0,4.0,1.0,2.0,2.0,0.25,119000,0,0,2,8.0,94000,3,3,6,3,1.5,106500.0,0.7899093284930379,2,1.0
20.0,5.0,1.0,3.0,2.0,0.2,119000,0,0,7,7.0,56300,2,2,7,5,1.0,87650.0,0.4731052680229577,2,0.0
40.0,3.0,0.0,3.0,3.0,0.0,119000,0,0,6,7.0,16000,2,2,7,4,1.0,67500.0,0.1344526516583894,1,0.0
40.0,5.0,2.0,3.0,4.0,0.4,119000,0,0,5,6.0,75700,4,4,7,3,2.0,97350.0,0.636129108158755,1,1.0
40.0,1.0,1.0,2.0,2.0,1.0,119000,0,0,2,6.0,144340,4,4,5,4,2.0,131670.0,1.2129309837732456,2,1.0
30.0,4.0,4.0,3.0,2.0,1.0,119000,0,0,5,5.0,188000,2,2,4,3,1.0,153500.0,1.5798186569860757,1,1.0
50.0,1.0,0.0,1.0,1.0,0.0,119000,0,0,6,6.0,22900,3,3,5,3,1.5,70950.0,0.1924353576860698,2,0.0
30.0,4.0,1.0,3.0,10.0,0.25,119000,0,0,2,5.0,279734,3,3,4,3,1.5,199367.0,2.350686128687994,3,0.0
40.0,4.0,2.0,2.0,1.0,0.5,119000,0,0,8,3.0,30900,2,2,3,3,1.0,74950.0,0.2596616835152646,3,0.0
30.0,2.0,1.0,2.0,2.0,0.5,119000,0,0,8,7.0,59800,5,4,12,6,2.5,89400.0,0.5025167855732304,3,0.0
20.0,4.0,1.0,3.0,6.0,0.25,119000,0,0,2,8.0,180700,6,6,6,3,3.0,149850.0,1.5184746346669356,3,0.0
30.0,3.0,0.0,1.0,5.0,0.0,119000,0,0,6,9.0,60900,4,4,8,6,2.0,89950.0,0.5117604053747448,3,0.0
20.0,1.0,1.0,3.0,4.0,1.0,119000,0,0,1,4.0,39800,1,1,3,3,0.5,79400.0,0.3344509710002437,3,1.0
30.0,1.0,0.0,2.0,2.0,0.0,119000,0,0,6,7.0,2062000,3,3,5,4,1.5,1090500.0,17.327585482474937,3,0.0
40.0,1.0,0.0,2.0,1.0,0.0,119000,0,0,6,8.0,7000,1,1,6,4,0.5,63000.0,0.0588230351005453,3,1.0
40.0,5.0,3.0,2.0,1.0,0.6,119000,0,0,8,5.0,19000,3,3,7,4,1.5,69000.0,0.1596625238443374,3,0.0
30.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,2,7.0,130482,7,6,6,3,3.5,124741.0,1.096478180855623,3,0.0
30.0,4.0,3.0,3.0,3.0,0.75,119000,0,0,8,4.0,58000,1,1,5,4,0.5,88500.0,0.4873908622616617,3,1.0
30.0,1.0,0.0,3.0,6.0,0.0,119000,0,0,6,8.0,37000,3,2,7,4,1.5,78000.0,0.3109217569600255,3,0.0
40.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,1,5.0,51000,3,3,8,4,1.5,85000.0,0.4285678271611163,3,0.0
30.0,3.0,2.0,2.0,3.0,0.6666666666666666,119000,0,0,8,6.0,115000,5,5,5,4,2.5,117000.0,0.966378433794674,3,1.0
50.0,1.0,0.0,3.0,3.0,0.0,119000,0,0,6,6.0,14300,2,2,4,3,1.0,66650.0,0.1201670574196855,3,1.0
50.0,4.0,7.0,3.0,15.0,1.75,119000,0,0,5,3.0,84000,0,0,4,4,0.0,101500.0,0.7058764212065445,3,1.0
60.0,2.0,3.0,4.0,2.0,1.5,119000,0,0,5,6.0,115700,2,2,5,4,1.0,117350.0,0.9722607373047284,3,0.0
30.0,4.0,0.0,2.0,1.0,0.0,119000,0,0,6,10.0,132400,4,4,9,3,2.0,125700.0,1.1125956924731726,3,1.0
40.0,4.0,3.0,2.0,2.0,0.75,119000,0,0,8,5.0,77900,3,3,3,2,1.5,98450.0,0.6546163477617836,3,0.0
30.0,1.0,2.0,2.0,2.0,2.0,119000,0,0,7,6.0,52000,2,2,4,3,1.0,85500.0,0.4369711178897656,3,0.0
60.0,4.0,1.0,2.0,2.0,0.25,119000,0,0,1,4.0,19000,2,2,3,2,1.0,69000.0,0.1596625238443374,3,0.0
30.0,4.0,3.0,3.0,4.0,0.75,119000,0,0,8,5.0,100700,3,3,4,3,1.5,109850.0,0.8462113763749884,3,1.0
30.0,4.0,0.0,3.0,4.0,0.0,119000,0,0,6,7.0,16700,3,3,6,4,1.5,67850.0,0.1403349551684439,3,0.0
30.0,4.0,3.0,2.0,3.0,0.75,119000,0,0,8,5.0,49000,3,3,8,4,1.5,84000.0,0.4117612457038176,3,0.0
30.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,8,6.0,59700,2,2,7,4,1.0,89350.0,0.5016764565003655,3,1.0
40.0,1.0,3.0,2.0,1.0,3.0,119000,0,0,5,4.0,222000,4,2,8,4,2.0,170500.0,1.865530541760153,3,1.0
20.0,2.0,1.0,2.0,1.0,0.5,119000,0,0,1,4.0,74300,3,3,7,5,1.5,96650.0,0.6243645011386459,3,1.0
40.0,3.0,1.0,2.0,1.0,0.3333333333333333,119000,0,0,8,4.0,64000,1,1,3,3,0.5,91500.0,0.5378106066335577,3,1.0
30.0,4.0,3.0,2.0,1.0,0.75,119000,0,0,8,4.0,46700,3,3,3,2,1.5,82850.0,0.3924336770279241,3,0.0
40.0,2.0,1.0,3.0,6.0,0.5,119000,0,0,1,4.0,23400,2,2,4,3,1.0,71200.0,0.1966370030503945,3,0.0
60.0,4.0,1.0,2.0,1.0,0.25,119000,0,0,2,11.0,181000,5,5,12,5,2.5,150000.0,1.5209956218855305,3,0.0
30.0,5.0,4.0,2.0,3.0,0.8,119000,0,0,8,6.0,70300,3,3,4,3,1.5,94650.0,0.5907513382240486,3,0.0
30.0,4.0,3.0,3.0,3.0,0.75,119000,0,0,8,3.0,5000,1,1,2,2,0.5,62000.0,0.0420164536432466,3,0.0
40.0,4.0,0.0,3.0,6.0,0.0,119000,0,0,6,14.0,27900,4,4,12,5,2.0,73450.0,0.2344518113293165,3,1.0
50.0,4.0,4.0,2.0,2.0,1.0,119000,0,0,5,4.0,209000,2,2,5,3,1.0,164000.0,1.7562877622877118,3,0.0
20.0,1.0,1.0,3.0,5.0,1.0,119000,0,0,2,4.0,62500,3,3,6,4,1.5,90750.0,0.5252056705405836,3,0.0
20.0,5.0,1.0,2.0,1.0,0.2,119000,0,0,2,5.0,553800,3,3,4,4,1.5,336400.0,4.653742405526004,3,0.0
50.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,5,5.0,71500,3,3,4,3,1.5,95250.0,0.6008352870984277,3,0.0
20.0,2.0,1.0,2.0,2.0,0.5,119000,0,0,2,4.0,79400,4,2,4,2,2.0,99200.0,0.6672212838547575,3,0.0
40.0,2.0,1.0,3.0,2.0,0.5,119000,0,0,2,5.0,139800,4,3,3,3,2.0,129400.0,1.1747800438651776,3,0.0
40.0,3.0,2.0,2.0,1.0,0.6666666666666666,119000,0,0,5,5.0,117500,3,3,7,4,1.5,118250.0,0.9873866606162972,3,0.0
30.0,2.0,0.0,2.0,1.0,0.0,119000,0,0,6,6.0,13400,1,1,8,5,0.5,66200.0,0.1126040957639011,1,0.0
20.0,4.0,1.0,3.0,3.0,0.25,119000,0,0,2,5.0,114750,4,4,7,5,2.0,116875.0,0.9642776111125116,2,0.0
30.0,1.0,0.0,3.0,2.0,0.0,119000,0,0,6,7.0,55000,3,3,9,5,1.5,87000.0,0.4621809900757136,2,1.0
20.0,1.0,1.0,3.0,6.0,1.0,119000,0,0,2,11.0,112100,5,2,9,3,2.5,115550.0,0.9420088906815908,1,0.0
20.0,4.0,1.0,2.0,7.0,0.25,119000,0,0,2,8.0,63200,3,3,7,4,1.5,91100.0,0.5310879740506382,1,1.0
20.0,4.0,1.0,3.0,2.0,0.25,119000,0,0,2,9.0,186800,4,4,14,5,2.0,152900.0,1.5697347081116966,1,0.0
