TRAVEL_ID,AGE_GRP,GENDER,MOVE_CNT,MVMN_NM,INCOME,HOUSE_INCOME,LODGING_PAYMENT_SUM,TRIP_DAYS,DGSTFN_AVG,RCMDTN_AVG,REVISIT_AVG,TRAVEL_START_YEAR,TRAVEL_START_MONTH,TRAVEL_START_YMD,TRAVEL_END_YMD,ACTIVITY_CD_1,ACTIVITY_CD_2,ACTIVITY_CD_3,ACTIVITY_CD_4,ACTIVITY_CD_5,ACTIVITY_HISTORY_ROWS,ACTIVITY_PAYMENT_SUM,ACTIVITY_TYPE_UNIQUE,MISSION_CODE_COUNT,TRAVEL_COMPANIONS_NUM,TRAVEL_STATUS_ACCOMPANY,IS_FAILED_TRIP,TRAIN_PURPOSE,TRAVEL_MISSION_CHECK,MISSION_PURPOSE_GAP_RATIO
e_e002082,20,여,14,대중교통 등,4,7.0,126000,2,5.0,4.36,4.14,2023,6,2023-06-03,2023-06-05,8,1,0,3,4,18,104600,5,3,1,2인 여행(가족 외),0,1;22;23;27;3,22;23;3,0.0
e_e002084,20,남,5,자가용,4,4.0,0,1,5.0,4.0,4.0,2023,6,2023-06-03,2023-06-04,3,0,0,2,1,6,85500,3,3,1,2인 여행(가족 외),0,2;21,21;22;6,0.6667
e_e002089,40,여,6,대중교통 등,4,7.0,0,1,4.67,4.5,4.33,2023,6,2023-06-03,2023-06-04,3,0,1,2,0,6,120600,3,3,2,3인 이상 여행(가족 외),0,22;3,22;3;4,0.3333
e_e002092,20,여,4,대중교통 등,4,7.0,0,1,5.0,5.0,5.0,2023,6,2023-06-03,2023-06-04,3,2,0,0,0,6,150100,3,3,1,2인 여행(가족 외),0,1;7,1;22;7,0.3333
e_e002093,20,여,4,대중교통 등,3,6.0,0,1,5.0,4.75,4.5,2023,6,2023-06-07,2023-06-08,3,0,2,1,0,7,35500,4,3,0,나홀로 여행,0,1;22;24;26;4;6,1;22;6,0.0
e_e002097,20,남,8,대중교통 등,4,12.0,121306,2,4.75,4.25,4.25,2023,6,2023-06-03,2023-06-05,4,3,2,2,3,14,186240,5,3,1,2인 여행(가족 외),0,22;23;4;6,22;4;6,0.0
e_e002099,20,남,5,대중교통 등,4,5.0,26000,1,4.0,3.6,3.6,2023,6,2023-06-09,2023-06-10,3,2,0,1,1,8,179900,5,3,1,2인 여행(가족 외),0,1;12;2;22;23,1;2;23,0.0
e_e002106,30,남,7,대중교통 등,7,8.0,0,1,4.71,4.14,3.57,2023,6,2023-06-06,2023-06-07,2,1,0,4,1,9,99500,5,3,1,2인 가족 여행,0,1;12;3,1;24;3,0.3333
e_e002108,30,남,2,자가용,6,10.0,0,1,4.0,4.0,4.0,2023,6,2023-06-03,2023-06-04,1,1,0,1,0,3,106800,3,3,1,2인 여행(가족 외),0,1;4;9,1;22;26,0.6667
e_e002110,30,남,2,자가용,5,9.0,0,1,5.0,5.0,5.0,2023,6,2023-06-10,2023-06-11,1,0,1,1,1,4,147000,4,3,1,2인 가족 여행,0,1;22;24;27;4,22;26;5,0.6667
e_e002121,30,남,5,대중교통 등,8,12.0,0,1,3.8,3.6,3.6,2023,6,2023-06-03,2023-06-04,1,3,0,1,1,6,6000,4,3,0,나홀로 여행,0,1;4;6,1;4;6,0.0
e_e002126,40,남,12,대중교통 등,4,7.0,47000,2,4.67,4.5,4.5,2023,6,2023-06-03,2023-06-05,5,0,1,2,4,14,68900,5,3,2,3인 이상 여행(가족 외),0,1;11;5;9,3;4;9,0.6667
e_e002130,20,남,6,대중교통 등,1,9.0,0,1,4.5,4.17,4.33,2023,6,2023-06-10,2023-06-11,3,0,1,0,0,6,154500,4,3,1,2인 여행(가족 외),0,22;4;6;8,1;22;6,0.3333
e_e002131,60,남,5,자가용,5,10.0,50000,2,4.0,3.4,3.4,2023,6,2023-06-03,2023-06-05,6,0,0,4,3,13,50100,3,3,7,3대 동반 여행(친척 포함),1,13;21;22;24;27;5;8,22;3;8,0.3333
e_e002132,30,여,5,자가용,4,12.0,0,1,4.2,3.8,4.0,2023,6,2023-06-10,2023-06-11,2,1,2,2,2,9,59400,5,3,1,2인 여행(가족 외),0,2;22;24;26;4,2;22;4,0.0
e_e002135,40,여,7,자가용,1,7.0,200000,2,4.0,3.86,3.86,2023,6,2023-06-04,2023-06-06,4,2,0,4,4,16,65200,5,3,3,자녀 동반 여행,0,22;8,23;5;8,0.6667
e_e002136,30,여,6,대중교통 등,1,4.0,0,1,3.67,3.67,3.33,2023,6,2023-06-04,2023-06-05,4,1,0,1,2,8,596200,4,3,1,2인 가족 여행,1,1;22;26;4;7,1;26;7,0.0
e_e002141,40,남,14,자가용,5,5.0,0,2,3.93,3.57,3.71,2023,6,2023-06-02,2023-06-04,4,2,3,5,1,15,112500,5,3,2,자녀 동반 여행,0,1;2;4;6;9,11;6;9,0.3333
e_e002143,30,여,8,대중교통 등,4,7.0,0,2,4.62,4.5,4.38,2023,6,2023-06-03,2023-06-05,4,1,3,3,4,16,81900,6,3,0,나홀로 여행,0,1;11;21;22;6;9,11;22;6,0.0
e_e002145,30,남,4,자가용,1,5.0,0,1,4.0,3.25,3.5,2023,7,2023-07-03,2023-07-04,1,0,1,1,1,5,13900,5,3,2,3인 이상 여행(가족 외),1,4;6,11;27;6,0.6667
e_e002148,40,여,7,자가용,5,11.0,76500,2,5.0,5.0,5.0,2023,6,2023-06-03,2023-06-05,4,0,2,4,1,11,221900,4,3,3,자녀 동반 여행,0,22;23;3;6,12;22;3,0.3333
e_e002152,20,여,3,자가용,2,7.0,0,1,4.67,4.33,4.33,2023,6,2023-06-03,2023-06-04,1,1,0,1,1,4,248300,4,3,1,2인 여행(가족 외),0,1;22;26,1;21;26,0.3333
e_e002154,20,여,3,자가용,4,12.0,0,1,5.0,5.0,5.0,2023,6,2023-06-03,2023-06-04,2,0,0,1,1,5,95500,4,3,1,2인 여행(가족 외),0,22;24;5,22;24;5,0.0
e_e002157,30,여,6,자가용,4,6.0,0,2,4.0,3.5,3.33,2023,6,2023-06-02,2023-06-04,4,0,0,1,0,6,170800,3,3,1,2인 여행(가족 외),0,1;12;22;25;27,25;27;3,0.3333
e_e002158,20,여,5,자가용,4,5.0,0,1,4.4,3.8,3.8,2023,6,2023-06-06,2023-06-07,2,0,1,3,3,10,65000,5,3,1,2인 여행(가족 외),0,21;22;24;28;3,21;28;3,0.0
e_e002159,30,여,18,자가용,5,7.0,0,2,3.33,3.11,3.11,2023,6,2023-06-04,2023-06-06,3,8,1,2,0,19,365740,6,3,0,나홀로 여행,1,22;25;27;28;3,1;27;3,0.3333
e_e002160,30,남,5,대중교통 등,4,9.0,0,1,4.2,3.2,3.2,2023,6,2023-06-03,2023-06-04,3,0,2,1,0,6,165000,3,3,1,2인 여행(가족 외),1,22,2;22;26,0.6667
e_e002161,30,남,9,자가용,5,12.0,55000,2,4.33,4.11,3.67,2023,6,2023-06-04,2023-06-06,4,3,1,0,4,14,64230,5,3,0,나홀로 여행,1,1;2;21;22;4,1;26;4,0.3333
e_e002163,60,여,7,자가용,3,6.0,0,1,4.0,3.86,4.0,2023,6,2023-06-05,2023-06-06,4,2,0,3,1,11,70200,5,3,3,3대 동반 여행(친척 포함),0,1;2,1;2;24,0.3333
e_e002168,30,남,7,자가용,5,9.0,0,2,4.43,5.0,5.0,2023,6,2023-06-03,2023-06-05,3,2,1,2,1,10,287900,6,3,2,자녀 동반 여행,0,1;22;24;5,1;22;5,0.0
e_e002169,30,남,3,대중교통 등,4,7.0,0,1,4.33,4.33,4.0,2023,6,2023-06-04,2023-06-05,2,0,0,1,1,4,24600,3,3,1,2인 여행(가족 외),0,22;4,21;22;4,0.3333
e_e002171,30,남,17,자가용,5,9.0,172000,2,4.29,4.29,4.18,2023,6,2023-06-05,2023-06-07,6,2,4,7,0,21,206100,6,3,1,2인 가족 여행,0,22;3;4;6;9,11;3;4,0.3333
e_e002176,40,여,4,자가용,5,6.0,0,2,4.25,3.5,3.5,2023,6,2023-06-03,2023-06-05,2,0,2,1,2,7,72900,4,3,0,나홀로 여행,1,22,22;27;6,0.6667
e_e002178,30,남,4,자가용,4,7.0,0,1,4.75,4.75,4.75,2023,6,2023-06-06,2023-06-07,2,0,1,1,0,4,73800,3,3,0,나홀로 여행,0,11;2;22;6;9,26;4;6,0.6667
e_e002182,30,여,9,자가용,2,8.0,249000,2,4.89,4.89,4.89,2023,6,2023-06-02,2023-06-04,7,5,0,2,1,18,270800,6,3,4,자녀 동반 여행,0,10;13;2;22,1;10;21,0.6667
e_e002183,30,여,7,대중교통 등,4,8.0,28000,1,3.86,3.71,3.71,2023,6,2023-06-03,2023-06-04,4,1,1,0,1,7,108100,4,3,1,2인 여행(가족 외),0,21;22;4;6,22;4;6,0.0
e_e002184,30,남,7,자가용,6,10.0,30000,2,4.43,4.29,3.86,2023,6,2023-06-05,2023-06-07,3,4,2,0,2,11,137700,4,3,1,2인 가족 여행,0,22;26;8,22;26;5,0.3333
e_e002186,40,여,5,자가용,3,5.0,55000,2,3.6,3.4,3.4,2023,6,2023-06-03,2023-06-05,1,1,0,1,3,9,96000,5,3,1,2인 여행(가족 외),1,21;22;26;4;7,21;24;8,0.6667
e_e002187,20,여,7,대중교통 등,4,7.0,0,1,3.43,3.57,3.29,2023,6,2023-06-03,2023-06-04,2,0,2,0,1,9,62200,4,3,0,나홀로 여행,1,2;22,2;21;22,0.3333
e_e002189,60,여,4,대중교통 등,7,11.0,0,1,4.75,4.5,4.25,2023,6,2023-06-03,2023-06-04,1,2,1,1,0,5,393500,4,3,1,2인 여행(가족 외),0,1;3;4;6,1;11;4,0.3333
e_e002197,20,여,4,대중교통 등,3,7.0,0,1,3.25,4.25,3.5,2023,6,2023-06-06,2023-06-07,2,0,2,1,3,8,64400,4,3,1,2인 여행(가족 외),1,1;2;22;6,2;22;6,0.0
e_e002198,20,여,6,대중교통 등,4,7.0,0,1,4.5,4.5,4.5,2023,6,2023-06-03,2023-06-04,3,2,1,2,1,10,167650,6,3,1,2인 여행(가족 외),0,2;4;5;6;7,1;2;22,0.6667
e_e002202,30,남,7,대중교통 등,6,11.0,150000,2,4.71,4.43,4.57,2023,6,2023-06-02,2023-06-04,4,2,1,0,2,10,125500,5,3,1,2인 여행(가족 외),0,1;27;3;4,1;2;23,0.6667
e_e002204,30,여,7,자가용,4,12.0,400000,2,4.71,4.43,4.43,2023,6,2023-06-03,2023-06-05,5,4,0,1,2,12,303500,4,3,3,3인 이상 여행(가족 외),0,22;24;26,22;24;26,0.0
e_e002206,30,여,5,대중교통 등,5,7.0,0,1,3.8,3.8,3.4,2023,6,2023-06-04,2023-06-05,2,2,4,1,0,9,19000,4,3,0,나홀로 여행,1,22;6,11;24;6,0.6667
e_e002209,30,여,6,대중교통 등,1,4.0,0,2,3.5,3.5,3.33,2023,6,2023-06-03,2023-06-05,8,4,1,1,2,18,181600,7,3,1,2인 가족 여행,1,21;22;23;6;9,24;6;9,0.3333
e_e002212,20,여,7,대중교통 등,2,8.0,0,2,4.43,4.43,4.14,2023,6,2023-06-08,2023-06-10,4,2,0,1,3,14,71400,6,3,0,나홀로 여행,0,1;21;22;27;28,21;22;28,0.0
e_e002213,20,여,7,대중교통 등,4,5.0,0,1,4.57,4.71,4.71,2023,6,2023-06-04,2023-06-05,0,3,0,0,0,7,26500,2,3,0,나홀로 여행,0,1,1;22;4,0.6667
e_e002214,20,여,9,대중교통 등,2,3.0,24000,2,4.56,5.0,5.0,2023,6,2023-06-03,2023-06-05,8,1,0,2,5,16,236400,4,3,1,2인 여행(가족 외),0,1;2;21;22;24;26;27;4;6;7,1;2;9,0.3333
e_e002215,40,남,6,자가용,6,7.0,132000,2,4.33,4.33,4.33,2023,6,2023-06-03,2023-06-05,2,1,1,1,0,7,366200,6,3,2,자녀 동반 여행,0,2;22;23;24;26,2;22;24,0.0
e_e002220,30,여,12,자가용,4,9.0,200000,2,4.17,4.08,4.08,2023,6,2023-06-03,2023-06-05,5,2,4,1,4,19,128500,7,3,2,자녀 동반 여행,0,1;23,21;23;6,0.6667
e_e002222,40,남,11,자가용,6,6.0,140000,2,3.64,3.27,3.45,2023,6,2023-06-04,2023-06-06,7,2,2,1,3,15,389680,5,3,3,자녀 동반 여행,1,1;2;6,1;2;6,0.0
e_e002231,20,남,3,대중교통 등,2,7.0,0,1,5.0,5.0,5.0,2023,6,2023-06-06,2023-06-07,1,0,0,0,0,3,8500,2,3,0,나홀로 여행,0,22;4,11;4;6,0.6667
e_e002233,20,남,4,자가용,4,6.0,0,1,4.5,4.25,4.0,2023,6,2023-06-05,2023-06-06,2,1,1,1,1,6,45500,5,3,1,2인 여행(가족 외),1,1;22;26;4;6,1;22;3,0.3333
e_e002234,40,여,10,자가용,3,6.0,182600,2,4.3,4.3,4.2,2023,6,2023-06-05,2023-06-07,2,4,2,3,4,16,162300,6,3,2,3인 이상 여행(가족 외),0,1;10;21;22;4,23;24;26,1.0
e_e002235,30,남,8,대중교통 등,5,8.0,0,1,3.88,3.88,3.88,2023,6,2023-06-04,2023-06-05,3,6,1,2,1,14,24300,6,3,1,2인 가족 여행,0,21;22;4;6,21;4;6,0.0
e_e002236,20,남,16,대중교통 등,4,7.0,65000,2,3.88,3.62,3.69,2023,6,2023-06-04,2023-06-06,4,5,2,5,1,22,284200,7,3,1,2인 여행(가족 외),1,1;2;6;7,1;2;6,0.0
e_e002243,30,여,3,자가용,5,5.0,0,1,3.67,4.0,4.0,2023,6,2023-06-02,2023-06-03,1,1,0,1,0,3,17600,3,3,0,나홀로 여행,0,24;26;4;6,26;4;6,0.0
e_e002246,30,남,3,자가용,6,8.0,0,1,4.33,4.33,4.33,2023,6,2023-06-06,2023-06-07,2,1,2,2,1,8,141400,5,3,3,자녀 동반 여행,0,2;21;22;24;26,11;2;21,0.3333
e_e002248,30,여,13,대중교통 등,1,6.0,660000,2,4.85,4.15,4.15,2023,6,2023-06-03,2023-06-05,7,1,0,1,3,16,201200,6,3,0,나홀로 여행,0,21;22;23,21;22;23,0.0
e_e002250,20,여,3,자가용,4,10.0,0,1,4.67,4.33,4.0,2023,6,2023-06-06,2023-06-07,2,1,0,0,0,3,80000,2,3,1,2인 여행(가족 외),0,11;2;21;22;24,11;2;22,0.0
e_e002251,20,남,4,자가용,4,6.0,0,2,4.0,4.75,3.75,2023,6,2023-06-09,2023-06-11,2,1,0,0,0,5,40250,3,3,1,2인 가족 여행,1,24;25,22;25;5,0.6667
e_e002253,40,여,1,자가용,5,5.0,0,1,4.0,3.0,3.0,2023,6,2023-06-03,2023-06-04,0,1,1,0,1,3,87600,3,3,3,자녀 동반 여행,1,1;3;9,2;22;24,1.0
e_e002254,30,여,9,대중교통 등,4,4.0,30505,2,3.78,3.89,3.89,2023,6,2023-06-05,2023-06-07,1,0,2,7,3,13,0,4,3,1,2인 여행(가족 외),1,1;26;4;7,2;3;6,1.0
e_e002255,40,여,5,자가용,6,11.0,35000,2,4.2,4.0,3.8,2023,6,2023-06-05,2023-06-07,5,1,2,1,2,11,124950,5,3,2,자녀 동반 여행,0,1;21;27;3;6;8,1;6;8,0.0
e_e002259,60,남,5,대중교통 등,6,7.0,0,1,4.2,3.6,3.8,2023,6,2023-06-06,2023-06-07,3,2,0,0,0,7,141900,3,3,1,2인 여행(가족 외),0,1;11;4;6;9,1;11;22,0.3333
e_e002260,20,여,16,대중교통 등,3,6.0,70000,2,4.56,4.19,4.06,2023,6,2023-06-06,2023-06-08,3,4,3,7,5,24,59500,6,3,0,나홀로 여행,0,1;3;4;6,1;3;6,0.0
e_e002263,60,여,3,대중교통 등,4,11.0,0,1,5.0,5.0,5.0,2023,6,2023-06-03,2023-06-04,3,0,1,1,1,6,52100,4,3,1,자녀 동반 여행,0,1;2;21;22,2;21;22,0.0
e_e002264,30,여,4,자가용,7,12.0,0,1,4.5,4.5,4.5,2023,6,2023-06-03,2023-06-04,2,0,0,1,2,6,109500,4,3,2,자녀 동반 여행,0,21;27;28,21;24;27,0.3333
e_e002266,30,여,5,자가용,8,12.0,68999,2,4.2,4.2,4.2,2023,6,2023-06-06,2023-06-08,6,0,1,2,2,11,133850,4,3,1,2인 가족 여행,0,12;2;21;22;25;4,12;21;25,0.0
e_e002272,30,여,7,자가용,4,7.0,140000,2,4.0,4.14,3.71,2023,6,2023-06-03,2023-06-05,3,1,2,3,2,12,168500,6,3,5,부모 동반 여행,0,21;6;8,2;21;8,0.3333
e_e002279,30,여,3,자가용,5,11.0,0,1,4.33,4.33,4.0,2023,6,2023-06-03,2023-06-04,2,3,1,1,1,8,67000,5,3,1,2인 가족 여행,0,1;21;22;24,1;22;24,0.0
e_e002283,20,남,6,자가용,5,7.0,0,2,5.0,5.0,5.0,2023,6,2023-06-03,2023-06-05,4,0,2,0,0,7,316800,3,3,0,나홀로 여행,0,6,4;6;7,0.6667
e_e002284,20,남,3,자가용,4,7.0,0,1,5.0,5.0,5.0,2023,6,2023-06-03,2023-06-04,4,2,1,1,2,10,87000,5,3,1,2인 여행(가족 외),0,1;2;22;24;27,1;2;22,0.0
e_e002288,20,여,6,대중교통 등,3,8.0,0,1,4.17,3.67,3.67,2023,6,2023-06-03,2023-06-04,4,1,1,1,0,7,143400,4,3,1,2인 여행(가족 외),1,22;6,1;22;6,0.3333
e_e002289,20,여,2,대중교통 등,3,6.0,0,1,3.0,2.5,2.5,2023,6,2023-06-06,2023-06-07,1,0,1,1,0,3,59700,3,3,1,2인 가족 여행,1,2;21;22;24;4;6,2;21;24,0.0
e_e002291,20,여,7,대중교통 등,4,7.0,0,1,5.0,5.0,5.0,2023,6,2023-06-06,2023-06-07,3,3,0,1,1,8,171500,4,3,1,2인 여행(가족 외),0,1;22;26;6,1;22;26,0.0
e_e002304,40,여,4,자가용,4,11.0,0,2,4.75,4.75,4.75,2023,6,2023-06-19,2023-06-21,4,0,0,0,0,5,37500,2,3,5,3인 이상 여행(가족 외),0,2;5;8,21;25;5,0.6667
e_e002306,40,여,6,자가용,4,9.0,173295,2,3.67,3.67,3.67,2023,6,2023-06-03,2023-06-05,3,2,1,0,1,8,269734,5,3,2,3인 이상 여행(가족 외),1,1,1;24;3,0.6667
e_e002308,20,여,11,자가용,4,7.0,60000,2,4.27,4.09,3.82,2023,6,2023-06-05,2023-06-07,3,5,1,4,3,16,96000,5,3,1,2인 여행(가족 외),0,2;22;23;24;4,2;22;24,0.0
e_e002310,60,여,3,자가용,3,5.0,0,1,4.33,4.33,4.33,2023,6,2023-06-06,2023-06-07,2,0,0,1,3,6,114000,3,3,3,자녀 동반 여행,0,21;22;25;26;3,21;25;3,0.0
e_e002313,30,여,5,자가용,4,9.0,0,1,4.0,3.8,3.8,2023,6,2023-06-04,2023-06-05,3,2,0,2,1,8,77400,4,3,0,나홀로 여행,0,1;23;24;26;4,1;22;26,0.3333
e_e002314,30,남,4,자가용,10,12.0,0,1,4.25,4.25,4.25,2023,6,2023-06-03,2023-06-04,2,2,0,2,0,6,96050,3,3,1,2인 가족 여행,0,22;4,1;22;26,0.6667
e_e002316,30,여,4,자가용,6,9.0,0,1,4.25,4.25,4.25,2023,6,2023-06-10,2023-06-11,1,3,2,3,2,11,75570,5,3,1,2인 여행(가족 외),0,22;5;6;9,22;5;6,0.0
e_e002318,30,남,10,자가용,4,6.0,500000,2,4.0,4.2,4.0,2023,6,2023-06-05,2023-06-07,5,4,1,0,2,12,637800,4,3,1,2인 여행(가족 외),0,22;23;26,22;23;26,0.0
e_e002323,20,여,9,대중교통 등,3,7.0,0,2,4.0,3.78,3.78,2023,6,2023-06-03,2023-06-05,4,0,2,1,2,10,66500,5,3,1,2인 여행(가족 외),1,1;21;22;3;6,21;3;6,0.0
e_e002330,30,남,3,자가용,4,12.0,0,1,4.33,4.67,3.33,2023,6,2023-06-03,2023-06-04,3,0,1,1,1,6,92600,4,3,3,3인 이상 여행(가족 외),0,1;27;3;4;5,21;3;4,0.3333
e_e002332,30,여,2,자가용,5,10.0,0,1,4.5,4.5,5.0,2023,6,2023-06-03,2023-06-04,3,1,0,1,0,5,757200,3,3,2,자녀 동반 여행,0,1;22;4,1;22;4,0.0
e_e002336,30,여,5,자가용,5,7.0,0,1,4.6,4.4,3.2,2023,6,2023-06-03,2023-06-04,2,1,0,4,3,11,71500,5,3,0,나홀로 여행,1,21;27;3,21;24;27,0.3333
e_e002340,20,여,7,대중교통 등,4,12.0,0,1,5.0,5.0,5.0,2023,6,2023-06-03,2023-06-04,3,2,2,3,0,10,123600,4,3,1,2인 여행(가족 외),0,1;4;6,3;4;6,0.3333
e_e002342,50,여,6,자가용,6,8.0,0,2,3.83,3.83,3.83,2023,6,2023-06-05,2023-06-07,3,0,3,0,3,9,191900,3,3,2,3인 이상 여행(가족 외),0,22;24;3;5,11;22;6,0.6667
e_e002351,20,남,13,자가용,3,4.0,198000,2,4.08,3.69,3.54,2023,6,2023-06-07,2023-06-09,5,0,0,5,4,17,307600,5,3,1,2인 여행(가족 외),1,22;23;27;28,23;27;28,0.0
e_e002364,40,남,14,대중교통 등,3,7.0,44800,2,4.0,3.86,3.79,2023,6,2023-06-05,2023-06-07,5,1,2,4,3,17,83000,6,3,1,2인 여행(가족 외),0,12;22;3,12;22;3,0.0
e_e002375,30,남,9,대중교통 등,3,5.0,0,1,4.56,4.56,4.11,2023,6,2023-06-07,2023-06-08,3,1,3,3,2,13,72500,6,3,1,2인 가족 여행,0,11;21;3;6,21;3;6,0.0
e_e002376,20,남,22,대중교통 등,2,7.0,40000,2,4.73,4.73,4.73,2023,6,2023-06-19,2023-06-21,5,1,2,12,4,28,56500,7,3,0,나홀로 여행,0,1;21;24;3,21;24;3,0.0
e_e002389,60,여,6,자가용,3,4.0,0,1,3.67,3.67,3.67,2023,6,2023-06-05,2023-06-06,2,1,1,2,1,7,64800,5,3,1,2인 가족 여행,1,1;21,21;5;6,0.6667
e_e002391,30,여,4,대중교통 등,5,10.0,0,1,4.25,3.75,3.75,2023,6,2023-06-06,2023-06-07,2,1,1,3,1,8,84700,5,3,0,나홀로 여행,1,1;21;22;24;26,1;21;4,0.3333
e_e002392,20,여,7,대중교통 등,4,12.0,30000,1,4.14,4.14,4.0,2023,6,2023-06-10,2023-06-11,3,0,0,4,1,9,122700,4,3,0,나홀로 여행,0,24,21;24;4,0.6667
e_e002394,40,여,7,자가용,5,8.0,370000,2,4.86,4.71,5.0,2023,6,2023-06-03,2023-06-05,5,2,0,1,1,9,531809,4,3,7,3인 이상 여행(가족 외),0,22;8,1;22;8,0.3333
e_e002396,40,남,4,자가용,9,10.0,129270,2,3.5,3.25,3.5,2023,6,2023-06-03,2023-06-05,2,0,0,0,1,6,127900,4,3,3,자녀 동반 여행,1,8,22;24;8,0.6667
e_e002399,60,남,3,자가용,4,11.0,0,1,4.0,4.67,4.67,2023,6,2023-06-04,2023-06-05,3,0,0,1,0,4,0,2,3,3,3인 이상 여행(가족 외),0,2;5;6;8;9,2;6;8,0.0
e_e002401,60,여,2,대중교통 등,2,5.0,0,1,5.0,5.0,5.0,2023,6,2023-06-04,2023-06-05,3,1,2,2,2,11,49000,6,3,1,2인 여행(가족 외),0,1;24;27;4;5,2;4;5,0.3333
e_e002402,30,남,3,대중교통 등,3,6.0,0,1,5.0,5.0,5.0,2023,6,2023-06-10,2023-06-11,2,2,2,1,1,8,71800,5,3,1,자녀 동반 여행,0,1;2;3;4;5,1;3;4,0.0
e_e002405,50,남,4,자가용,5,7.0,0,1,4.5,3.5,3.75,2023,6,2023-06-11,2023-06-12,3,0,1,1,2,7,212400,4,3,3,3인 이상 여행(가족 외),1,13;21;9,21;4;6,0.6667
e_e002409,50,여,6,대중교통 등,6,11.0,0,1,5.0,5.0,5.0,2023,6,2023-06-06,2023-06-07,1,0,1,3,0,6,72000,4,3,3,3인 이상 여행(가족 외),0,12;22;4,12;22;6,0.3333
e_e002410,60,남,6,자가용,5,10.0,0,2,4.33,4.33,4.33,2023,6,2023-06-03,2023-06-05,4,2,1,3,4,15,241900,6,3,6,3대 동반 여행(친척 포함),0,11;2;26;6,11;6;9,0.3333
e_e002411,30,남,3,자가용,6,8.0,0,1,3.67,4.67,4.67,2023,6,2023-06-04,2023-06-05,2,0,0,1,2,5,52000,3,3,1,2인 가족 여행,0,1;26;4,21;22;26,0.6667
e_e002412,30,여,7,대중교통 등,4,8.0,0,1,4.71,4.71,4.43,2023,6,2023-06-03,2023-06-04,3,3,1,1,0,8,102500,4,3,0,나홀로 여행,0,1;12;22;4;6,1;21;6,0.3333
e_e002414,20,남,11,대중교통 등,3,7.0,0,2,4.18,3.82,3.91,2023,6,2023-06-09,2023-06-11,5,2,0,4,0,13,141700,4,3,0,나홀로 여행,0,1;4,1;4;7,0.3333
e_e002415,20,남,7,자가용,2,8.0,50000,2,4.29,4.0,4.14,2023,6,2023-06-03,2023-06-05,4,1,2,3,1,11,84700,5,3,1,2인 여행(가족 외),0,2;22;4;6;9,1;4;6,0.3333
e_e002421,30,남,5,대중교통 등,3,5.0,0,1,4.6,4.6,4.4,2023,6,2023-06-05,2023-06-06,4,0,2,2,5,13,255800,4,3,0,나홀로 여행,0,22;5,22;5;8,0.3333
e_e002422,20,여,14,대중교통 등,4,12.0,0,2,3.93,3.64,3.64,2023,6,2023-06-04,2023-06-06,6,2,4,0,4,20,500400,5,3,0,나홀로 여행,1,1;6,1;22;6,0.3333
e_e002423,20,남,12,자가용,6,7.0,0,2,4.58,4.58,4.58,2023,6,2023-06-05,2023-06-07,4,3,7,3,1,18,202300,5,3,1,2인 여행(가족 외),0,1;12;2;21;22;24;26;28;3;5;6;9,2;21;6,0.0
e_e002425,30,여,4,자가용,4,6.0,0,1,4.0,3.0,3.0,2023,6,2023-06-04,2023-06-05,2,0,1,1,0,4,64000,3,3,1,2인 여행(가족 외),1,1;27;28;6,24;27;6,0.3333
e_e002433,30,남,4,자가용,4,5.0,0,1,4.0,3.75,4.0,2023,6,2023-06-05,2023-06-06,2,1,0,2,1,8,47960,5,3,1,2인 여행(가족 외),0,1;22,1;11;24,0.6667
e_e002437,30,남,2,자가용,6,9.0,0,1,4.5,4.5,4.5,2023,6,2023-06-03,2023-06-04,3,0,1,2,2,8,26500,4,3,3,자녀 동반 여행,0,21;22;27,2;21;22,0.3333
e_e002451,50,여,4,대중교통 등,4,10.0,0,1,4.75,5.0,5.0,2023,6,2023-06-04,2023-06-05,1,2,2,2,0,7,16800,4,3,0,나홀로 여행,0,1;3;4;5;7,1;3;6,0.3333
e_e002456,20,여,4,자가용,4,7.0,0,2,5.0,5.0,5.0,2023,6,2023-06-03,2023-06-05,1,0,0,3,2,7,18300,4,3,0,나홀로 여행,0,12;22,22;24;5,0.6667
e_e002462,30,남,7,자가용,8,8.0,29100,2,4.86,4.86,4.86,2023,6,2023-06-07,2023-06-09,3,0,2,0,2,10,59700,4,3,2,자녀 동반 여행,0,11;2;22;26;6,11;12;2,0.3333
e_e002465,30,남,4,자가용,6,8.0,0,1,4.0,4.0,4.0,2023,6,2023-06-06,2023-06-07,2,0,1,1,0,4,36800,3,3,0,나홀로 여행,0,1;22;24;6,1;21;22,0.3333
e_e002467,30,여,14,자가용,4,7.0,220000,2,4.79,4.71,4.64,2023,6,2023-06-03,2023-06-05,5,7,0,2,3,17,282900,4,3,1,2인 여행(가족 외),0,1;2;22;23;24,2;23;24,0.0
e_e002470,20,여,4,대중교통 등,1,5.0,0,1,4.75,4.75,4.75,2023,6,2023-06-17,2023-06-18,2,0,2,1,3,8,30550,4,3,1,2인 가족 여행,0,3;6,12;3;6,0.3333
e_e002471,30,여,11,자가용,2,12.0,215000,2,4.27,4.09,4.09,2023,6,2023-06-14,2023-06-16,6,1,7,2,2,24,532000,7,3,2,자녀 동반 여행,0,12;2;21;22;9,2;22;9,0.0
