TRAVEL_ID,SUCCESS_SCORE,TRIP_DAYS,MOVE_CNT,activity_payment_sum,activity_history_rows,ACTIVITY_TYPE_CD,payment_persona,activity_balance_index,GENDER,AGE_GRP,HOUSE_INCOME,TRAVEL_MOTIVE_1,TRAVEL_STATUS_ACCOMPANY,TRAVEL_COMPANIONS_NUM,RESIDENCE_SGG_CD,move_cnt_per_day,activity_payment_sum_per_day,activity_history_rows_per_day,travel_intensity_index
e_e004717,35.916666666666664,2,10,399400,12,1.0,high,1.729573952742842,1,30,9,3,3인 이상 여행(가족 외),2.0,36.0,5.0,199700.0,6.0,2.3075154437015977
e_e004719,44.0,2,3,55000,2,1.0,med,0.99999999711461,2,30,9,3,자녀 동반 여행,6.0,11.0,1.5,27500.0,1.0,-2.558262834421698
e_e004720,48.0,2,4,39420,6,2.0,low,1.7924812445897977,2,60,9,2,2인 가족 여행,1.0,41.0,2.0,19710.0,3.0,-1.2314923417487627
e_e004722,49.16666666666667,4,20,347200,21,1.0,high,2.5887791754928844,1,20,11,7,나홀로 여행,0.0,29.0,5.0,86800.0,5.25,1.9390475128193265
e_e004724,44.66666666666667,2,8,186700,8,1.0,high,1.9056390564587862,1,30,12,3,3인 이상 여행(가족 외),2.0,45.0,4.0,93350.0,4.0,0.6365556073751161
e_e004729,42.66666666666667,2,7,80100,8,1.0,med,1.9056390564587862,1,20,9,2,2인 여행(가족 외),1.0,41.0,3.5,40050.0,4.0,0.29236626372157004
e_e004730,44.44444444444446,4,16,129800,18,1.0,med,2.5304930466586177,2,20,7,3,2인 여행(가족 외),1.0,11.0,4.0,32450.0,4.5,0.8822008946299633
e_e004733,35.99999999999999,3,12,140000,13,1.0,med,1.8339272118710497,2,40,7,3,자녀 동반 여행,3.0,30.0,4.0,46666.666666666664,4.333333333333333,0.8003191322116807
e_e004772,25.04761904761905,2,9,208380,7,1.0,high,1.4488156313970995,1,50,8,8,3인 이상 여행(가족 외),3.0,41.0,4.5,104190.0,3.5,0.7350996637738147
e_e004773,43.33333333333333,3,6,25000,9,1.0,low,2.1132833270813998,1,30,8,4,나홀로 여행,0.0,41.0,2.0,8333.333333333334,3.0,-1.2314923417487627
e_e004774,43.92857142857143,5,30,616790,40,1.0,high,2.708294647246194,1,30,7,2,나홀로 여행,0.0,29.0,6.0,123358.0,8.0,3.978475280028079
e_e004780,37.523809523809526,4,16,15071450,16,1.0,high,1.649397464576919,2,20,7,9,2인 여행(가족 외),1.0,43.0,4.0,3767862.5,4.0,0.6365556073751161
e_e004782,46.0,4,17,220900,10,1.0,high,2.1219280876738873,1,20,9,2,나홀로 여행,0.0,41.0,4.25,55225.0,2.5,0.07171441743734708
e_e004784,31.666666666666664,3,16,668320,20,1.0,high,2.3638651132946835,2,20,7,9,2인 여행(가족 외),1.0,45.0,5.333333333333333,222773.33333333334,6.666666666666667,2.8645020558104246
e_e004792,44.28571428571429,4,9,393600,15,2.0,high,2.289246419852988,2,40,9,2,자녀 동반 여행,3.0,41.0,2.25,98400.0,3.75,-0.6909297390397187
e_e004799,37.44444444444444,3,10,88580,8,1.0,med,1.7499999942292197,2,20,9,7,2인 여행(가족 외),1.0,41.0,3.3333333333333335,29526.666666666668,2.6666666666666665,-0.4774176168425382
e_e004800,44.16666666666667,4,14,273500,19,1.0,high,2.4445242149721307,1,20,7,1,2인 여행(가족 외),1.0,45.0,3.5,68375.0,4.75,0.6608341946038411
e_e004815,30.222222222222218,3,5,84000,5,1.0,med,1.921928089116582,1,30,8,3,자녀 동반 여행,2.0,11.0,1.6666666666666667,28000.0,1.6666666666666667,-2.1160060035307198
e_e004818,40.44444444444444,2,5,69600,4,1.0,med,1.4999999956719148,1,60,8,1,자녀 동반 여행,3.0,11.0,2.5,34800.0,2.0,-1.3785935726049114
e_e004819,36.333333333333336,2,6,71500,6,1.0,med,1.9182958282837093,1,40,12,8,자녀 동반 여행,3.0,11.0,3.0,35750.0,3.0,-0.5431136544416707
e_e004821,45.03703703703703,3,12,244500,10,1.0,high,1.8464393389002354,2,20,7,3,2인 여행(가족 외),1.0,11.0,4.0,81500.0,3.3333333333333335,0.3090285577019863
e_e004830,27.04761904761905,3,9,85500,8,1.0,med,1.9056390564587862,2,20,6,5,나홀로 여행,0.0,45.0,3.0,28500.0,2.6666666666666665,-0.7068771792782356
e_e004839,41.00000000000001,4,13,97990,15,1.0,med,2.4402239202856815,2,40,4,2,자녀 동반 여행,4.0,11.0,3.25,24497.5,3.75,-0.002551051732626649
e_e004843,32.0,4,12,323311,12,2.0,high,1.7841591220806416,1,20,10,2,부모 동반 여행,2.0,11.0,3.0,80827.75,3.0,-0.5431136544416707
e_e004845,33.0,2,4,27000,4,1.0,low,1.9999999942292197,1,30,6,2,나홀로 여행,0.0,28.0,2.0,13500.0,2.0,-1.7227829162584576
e_e004854,50.0,4,18,136900,18,4.0,med,2.441068577299267,1,20,6,1,2인 여행(가족 외),1.0,27.0,4.5,34225.0,4.5,1.2263902382835095
e_e004857,40.303030303030305,4,16,321340,20,1.0,high,2.2588718397891903,1,30,6,1,자녀 동반 여행,2.0,36.0,4.0,80335.0,5.0,1.1278461818848107
e_e004858,49.36507936507937,4,23,690600,23,1.0,high,2.3136088405968236,1,20,4,1,2인 여행(가족 외),1.0,48.0,5.75,172650.0,5.75,2.700976815554493
e_e004859,47.142857142857146,3,9,317531,9,1.0,high,2.0588138831177263,2,20,9,9,부모 동반 여행,3.0,41.0,3.0,105843.66666666667,3.0,-0.5431136544416707
e_e004860,46.153846153846146,4,28,195400,40,2.0,high,2.6170075373288086,2,20,11,3,2인 가족 여행,1.0,29.0,7.0,48850.0,10.0,5.64943511635456
e_e004861,42.44444444444446,3,8,408300,8,1.0,high,1.7499999942292197,1,30,8,3,3인 이상 여행(가족 외),1.0,41.0,2.6666666666666665,136100.0,2.6666666666666665,-0.936336741713933
e_e004864,41.85185185185184,3,11,87500,13,1.0,med,2.5073800937674653,2,20,9,2,2인 가족 여행,1.0,47.0,3.6666666666666665,29166.666666666668,4.333333333333333,0.5708595697759833
e_e004865,43.23809523809524,4,18,253600,15,1.0,high,1.562806625922394,1,20,7,1,2인 여행(가족 외),1.0,41.0,4.5,63400.0,3.75,0.8579223074012384
e_e004867,28.0,4,8,82000,10,1.0,med,1.8464393389002354,1,60,12,3,3대 동반 여행(친척 포함),5.0,11.0,2.0,20500.0,2.5,-1.47713762900361
e_e004868,23.95238095238095,4,16,162100,14,1.0,high,1.8423709874063285,2,20,10,6,2인 여행(가족 외),1.0,41.0,4.0,40525.0,3.5,0.39091032012026866
e_e004877,45.333333333333336,3,7,105680,5,5.0,med,1.921928089116582,2,20,7,2,2인 여행(가족 외),1.0,11.0,2.3333333333333335,35226.666666666664,1.6666666666666667,-1.657086878659325
e_e004878,33.5,2,6,82300,5,1.0,med,1.5219280905592771,2,30,10,4,나홀로 여행,0.0,41.0,3.0,41150.0,2.5,-0.788758941696518
e_e004879,44.24242424242425,4,24,303400,23,1.0,high,2.434905423466506,2,20,4,9,2인 여행(가족 외),1.0,27.0,6.0,75850.0,5.75,2.8730714873812655
e_e004881,38.23809523809524,2,16,169100,16,2.0,high,1.702819525344003,1,30,7,1,3인 이상 여행(가족 외),3.0,43.0,8.0,84550.0,8.0,5.355232654642263
e_e004882,47.333333333333336,4,14,372860,19,2.0,high,2.2597992147443975,2,30,8,7,2인 여행(가족 외),1.0,48.0,3.5,93215.0,4.75,0.6608341946038411
e_e004885,50.0,2,6,48550,8,1.0,med,2.155639055016091,1,20,6,2,부모 동반 여행,3.0,11.0,3.0,24275.0,4.0,-0.05182307993197596
e_e004899,35.14285714285714,3,9,32900,10,1.0,low,1.8954618384675417,1,30,8,2,2인 여행(가족 외),1.0,11.0,3.0,10966.666666666666,3.3333333333333335,-0.3793501296051057
e_e004905,36.9047619047619,4,16,357450,23,2.0,high,2.08990245097236,2,40,6,7,자녀 동반 여행,1.0,43.0,4.0,89362.5,5.75,1.4963141127670818
e_e004914,41.66666666666667,3,10,211910,9,1.0,high,1.8799649415136361,1,30,6,3,2인 여행(가족 외),1.0,41.0,3.3333333333333335,70636.66666666667,3.0,-0.3136540920059733
e_e004915,41.81818181818183,2,13,174600,17,1.0,high,2.5654450087439904,2,60,5,7,3대 동반 여행(친척 포함),2.0,41.0,6.5,87300.0,8.5,4.568309910936472
e_e004917,40.370370370370374,3,11,156100,9,1.0,high,2.0588138831177263,2,20,9,1,2인 여행(가족 외),1.0,41.0,3.6666666666666665,52033.333333333336,3.0,-0.08419452957027612
e_e004919,48.94736842105264,4,21,51100,35,5.0,med,2.37084479560353,1,60,12,3,2인 가족 여행,1.0,41.0,5.25,12775.0,8.75,3.830659195430031
e_e004925,40.0,2,6,378700,11,1.0,high,2.162644110833785,2,60,12,3,자녀 동반 여행,1.0,11.0,3.0,189350.0,5.5,0.6851127818325662
e_e004927,33.0,3,8,671680,6,1.0,high,1.9182958282837093,1,40,12,2,3인 이상 여행(가족 외),4.0,11.0,2.6666666666666665,223893.33333333334,2.0,-1.263863791387063
e_e004931,40.5,2,6,338400,7,1.0,high,1.950212059143967,1,40,8,3,자녀 동반 여행,2.0,41.0,3.0,169200.0,3.5,-0.29746836718682335
e_e004941,42.444444444444436,2,9,61100,10,1.0,med,1.760964041672901,1,30,7,1,2인 여행(가족 외),1.0,11.0,4.5,30550.0,5.0,1.4720355255383568
e_e004945,44.16666666666667,3,10,201500,15,1.0,high,1.8565647549174789,2,20,5,1,2인 여행(가족 외),1.0,41.0,3.3333333333333335,67166.66666666667,5.0,0.6689270570134163
e_e004948,50.0,3,7,65600,9,2.0,med,2.0588138831177263,2,30,7,2,2인 여행(가족 외),1.0,11.0,2.3333333333333335,21866.666666666668,3.0,-1.0020327793130652
e_e004952,38.0,2,7,122750,7,1.0,med,1.4488156313970995,2,40,7,3,자녀 동반 여행,2.0,36.0,3.5,61375.0,3.5,0.04672097646672267
e_e004961,38.66666666666667,3,12,250300,16,1.0,high,2.149397463134224,2,30,10,1,부모 동반 여행,2.0,28.0,4.0,83433.33333333333,5.333333333333333,1.2916097067213754
e_e004970,34.0,2,8,212600,6,1.0,high,1.9182958282837093,1,30,7,3,2인 여행(가족 외),1.0,41.0,4.0,106300.0,3.0,0.1452650328654213
e_e004975,46.0,2,3,21600,3,1.0,low,1.584962496393071,1,20,7,3,2인 여행(가족 외),1.0,44.0,1.5,10800.0,1.5,-2.312617547166851
e_e004976,50.0,2,10,157100,24,4.0,high,2.594360927671568,2,40,10,1,3인 이상 여행(가족 외),2.0,41.0,5.0,78550.0,12.0,5.255258890759766
e_e004977,47.17948717948718,3,15,94300,18,1.0,med,1.876357632276377,1,30,9,3,2인 가족 여행,1.0,41.0,5.0,31433.333333333332,6.0,2.3075154437015977
e_e004979,43.57142857142857,4,16,202300,15,1.0,high,1.9655962231441269,1,30,3,1,2인 여행(가족 외),1.0,41.0,4.0,50575.0,3.75,0.5137329637476924
e_e004983,46.095238095238095,2,9,79500,10,2.0,med,1.6854752914565543,2,40,6,1,2인 가족 여행,1.0,28.0,4.5,39750.0,5.0,1.4720355255383568
e_e004984,46.333333333333336,3,12,1357110,12,1.0,high,2.054585162124324,2,30,4,1,2인 여행(가족 외),1.0,28.0,4.0,452370.0,4.0,0.6365556073751161
e_e004987,41.33333333333333,3,11,267200,11,1.0,high,1.6171895668219345,1,20,8,3,2인 여행(가족 외),1.0,28.0,3.6666666666666665,89066.66666666667,3.6666666666666665,0.2433325201028536
e_e004989,39.166666666666664,2,10,116000,11,1.0,med,2.1180782021362337,1,20,7,8,2인 여행(가족 외),1.0,41.0,5.0,58000.0,5.5,2.06187015644675
e_e004990,37.57575757575758,4,16,164300,13,1.0,high,2.5073800937674653,2,40,4,1,3인 이상 여행(가족 외),2.0,36.0,4.0,41075.0,3.25,0.268087676492845
e_e005011,30.555555555555554,2,14,43000,17,4.0,low,1.9986525396646917,2,40,7,8,나홀로 여행,0.0,11.0,7.0,21500.0,8.5,4.912499254590019
e_e005014,38.333333333333336,5,18,740300,24,1.0,high,2.1500224129921843,2,30,10,8,자녀 동반 여행,2.0,30.0,3.6,148060.0,4.8,0.754236592060035
e_e005015,43.0,2,4,110000,5,5.0,med,1.921928089116582,1,40,7,2,3인 이상 여행(가족 외),3.0,11.0,2.0,55000.0,2.5,-1.47713762900361
e_e005025,35.151515151515156,3,14,151200,15,1.0,high,1.9068905883950436,2,30,12,2,자녀 동반 여행,3.0,11.0,4.666666666666667,50400.0,5.0,1.5867653067562058
e_e005026,32.96296296296296,3,11,244100,11,1.0,high,2.0403733864750206,1,20,5,3,2인 여행(가족 외),1.0,41.0,3.6666666666666665,81366.66666666667,3.6666666666666665,0.2433325201028536
e_e005028,41.333333333333336,3,12,345600,18,2.0,high,2.171360080282332,2,30,7,2,나홀로 여행,0.0,41.0,4.0,115200.0,6.0,1.6191367563945054
e_e005102,38.0,2,5,34200,7,5.0,low,1.8423709874063285,1,30,7,2,2인 여행(가족 외),1.0,41.0,2.5,17100.0,3.5,-0.6416577108403693
e_e005106,44.444444444444436,2,8,46500,8,4.0,med,2.155639055016091,2,20,7,3,2인 여행(가족 외),1.0,41.0,4.0,23250.0,4.0,0.6365556073751161
e_e005110,50.0,3,7,45520,6,1.0,low,2.2516291601743474,1,30,7,2,3인 이상 여행(가족 외),3.0,41.0,2.3333333333333335,15173.333333333334,2.0,-1.4933233538227602
e_e005111,44.33333333333333,2,6,1035020,7,2.0,high,1.3787834891580906,1,30,7,3,2인 여행(가족 외),1.0,41.0,3.0,517510.0,3.5,-0.29746836718682335
e_e005116,38.0,3,5,84000,7,3.0,med,1.8423709874063285,2,40,11,1,자녀 동반 여행,3.0,41.0,1.6666666666666667,28000.0,2.3333333333333335,-1.7884789538575898
e_e005127,50.0,4,29,27660,30,7.0,low,2.4220460054862043,2,20,7,2,나홀로 여행,0.0,41.0,7.25,6915.0,7.5,4.593303351907097
e_e005154,39.33333333333333,4,18,285700,23,1.0,high,2.0997095157194314,2,20,7,7,나홀로 여행,0.0,41.0,4.5,71425.0,5.75,1.8405034564206277
e_e005156,39.11111111111111,2,5,97000,5,1.0,med,1.921928089116582,1,30,7,2,2인 여행(가족 외),1.0,41.0,2.5,48500.0,2.5,-1.1329482853500639
e_e005157,45.333333333333336,2,7,128500,10,1.0,med,1.8954618384675417,1,60,4,8,자녀 동반 여행,2.0,30.0,3.5,64250.0,5.0,0.7836568382312648
e_e005160,47.77777777777778,3,11,66000,12,2.0,med,2.52205520021803,2,30,4,9,자녀 동반 여행,2.0,11.0,3.6666666666666665,22000.0,4.0,0.40709604493941864
e_e005166,34.36363636363637,2,13,180500,11,7.0,high,1.6171895668219345,1,20,5,1,2인 여행(가족 외),1.0,41.0,6.5,90250.0,5.5,3.0944381874073885
e_e005170,39.33333333333333,2,4,59000,4,1.0,med,1.4999999956719148,2,40,8,2,자녀 동반 여행,3.0,41.0,2.0,29500.0,2.0,-1.7227829162584576
e_e005172,45.0,4,24,284100,34,1.0,high,2.4073079386665306,2,20,6,2,2인 여행(가족 외),1.0,11.0,6.0,71025.0,8.5,4.2241205672829265
e_e005175,40.666666666666664,2,7,66900,6,1.0,med,1.9182958282837093,1,30,7,8,부모 동반 여행,2.0,41.0,3.5,33450.0,3.0,-0.1989243107881247
e_e005185,33.833333333333336,2,6,74700,5,1.0,med,1.921928089116582,1,20,8,3,부모 동반 여행,2.0,11.0,3.0,37350.0,2.5,-0.788758941696518
e_e005187,39.555555555555564,2,5,82500,3,1.0,med,0.9182958311690995,2,50,9,3,3인 이상 여행(가족 외),2.0,41.0,2.5,41250.0,1.5,-1.6242388598597586
e_e005189,38.0,2,5,70200,7,1.0,med,1.950212059143967,1,30,8,1,자녀 동반 여행,3.0,41.0,2.5,35100.0,3.5,-0.6416577108403693
e_e005194,41.66666666666667,2,8,115300,11,1.0,med,2.2312702473941006,1,40,6,1,3인 이상 여행(가족 외),2.0,41.0,4.0,57650.0,5.5,1.3734914691396582
e_e005197,50.0,3,6,234970,6,1.0,high,2.2516291601743474,2,40,10,3,3인 이상 여행(가족 외),4.0,11.0,2.0,78323.33333333333,2.0,-1.7227829162584576
e_e005201,33.151515151515156,3,13,162800,13,1.0,high,1.826245252631829,2,20,7,3,2인 여행(가족 외),1.0,41.0,4.333333333333333,54266.666666666664,4.333333333333333,1.029778694647378
e_e005206,46.1904761904762,3,16,155900,17,2.0,high,2.6098501559300766,2,20,12,1,3인 이상 여행(가족 외),2.0,43.0,5.333333333333333,51966.666666666664,5.666666666666667,2.37321148130073
e_e005207,36.888888888888886,2,5,10000,7,1.0,low,1.8423709874063285,2,60,10,5,2인 여행(가족 외),1.0,11.0,2.5,5000.0,3.5,-0.6416577108403693
e_e005217,39.04761904761905,4,16,274400,25,1.0,high,2.0848894430770706,1,20,7,3,2인 여행(가족 외),1.0,41.0,4.0,68600.0,6.25,1.741959400021929
e_e005219,46.0,2,4,111000,3,1.0,med,1.584962496393071,2,30,10,2,자녀 동반 여행,3.0,44.0,2.0,55500.0,1.5,-1.9684282035133047
e_e005220,36.88888888888889,3,8,168600,9,1.0,high,1.7527152732089246,1,60,7,3,3대 동반 여행(친척 포함),6.0,11.0,2.6666666666666665,56200.0,3.0,-0.7725732168773681
e_e005221,50.0,3,16,110760,20,2.0,med,2.2037016874011783,1,20,7,7,2인 여행(가족 외),1.0,46.0,5.333333333333333,36920.0,6.666666666666667,2.8645020558104246
e_e005223,44.0,2,4,31000,2,1.0,low,0.99999999711461,1,30,6,3,자녀 동반 여행,2.0,41.0,2.0,15500.0,1.0,-2.2140734907681523
e_e005234,47.142857142857146,3,16,214300,16,1.0,high,2.0550365253637906,1,20,7,2,2인 가족 여행,1.0,26.0,5.333333333333333,71433.33333333333,5.333333333333333,2.2094479564641647
e_e005235,45.45454545454546,4,24,642900,41,1.0,high,2.432767922302301,2,30,6,1,2인 여행(가족 외),1.0,41.0,6.0,160725.0,10.25,5.0838790726748915
e_e005238,29.833333333333336,2,6,89600,5,4.0,med,0.9709505915692787,2,20,7,7,2인 여행(가족 외),1.0,41.0,3.0,44800.0,2.5,-0.788758941696518
e_e005239,42.5,3,6,231800,9,1.0,high,2.197159716210674,1,50,10,3,3인 이상 여행(가족 외),6.0,28.0,2.0,77266.66666666667,3.0,-1.2314923417487627
e_e005240,40.47619047619048,2,9,47300,10,2.0,med,2.3709505857984987,2,30,4,7,나홀로 여행,0.0,41.0,4.5,23650.0,5.0,1.4720355255383568
e_e005242,50.0,3,17,215760,25,5.0,high,2.134693944433227,1,20,4,2,2인 여행(가족 외),1.0,42.0,5.666666666666667,71920.0,8.333333333333334,3.912779242428947
e_e005245,42.45614035087719,4,21,328400,25,2.0,high,2.5884930602656935,1,20,12,3,2인 여행(가족 외),1.0,27.0,5.25,82100.0,6.25,2.602432759155794
e_e005247,36.666666666666664,3,18,242300,23,1.0,high,2.6141642505635554,2,20,12,1,2인 여행(가족 외),1.0,41.0,6.0,80766.66666666667,7.666666666666667,3.814711755191514
e_e005257,41.515151515151516,3,13,59300,13,7.0,med,1.9877733642745086,1,20,5,2,2인 여행(가족 외),1.0,43.0,4.333333333333333,19766.666666666668,4.333333333333333,1.029778694647378
e_e005258,35.55555555555556,4,17,162640,19,1.0,high,2.089003821564117,2,20,7,3,2인 여행(가족 외),1.0,11.0,4.25,40660.0,4.75,1.1771182100841602
e_e005263,35.2,6,27,552400,25,1.0,high,1.9356468921847094,2,30,7,9,2인 여행(가족 외),1.0,26.0,4.5,92066.66666666667,4.166666666666667,1.0626267134469447
e_e005264,39.333333333333336,2,7,36300,7,1.0,low,2.2359263434155574,1,30,11,2,나홀로 여행,0.0,41.0,3.5,18150.0,3.5,0.04672097646672267
e_e005271,38.0,3,6,45000,7,1.0,low,1.950212059143967,2,30,6,2,자녀 동반 여행,3.0,11.0,2.0,15000.0,2.3333333333333335,-1.5590193914218924
e_e005278,42.444444444444436,3,11,631100,12,1.0,high,1.8250112050533969,2,20,12,8,나홀로 여행,0.0,27.0,3.6666666666666665,210366.66666666666,4.0,0.40709604493941864
e_e005290,48.0,2,4,248000,8,3.0,high,1.9056390564587862,1,30,7,1,자녀 동반 여행,3.0,11.0,2.0,124000.0,4.0,-0.7402017672390679
e_e005294,36.66666666666667,3,7,385050,5,1.0,high,1.921928089116582,1,40,8,3,3인 이상 여행(가족 외),3.0,11.0,2.3333333333333335,128350.0,1.6666666666666667,-1.657086878659325
e_e005311,31.77777777777777,2,5,48300,3,1.0,med,0.9182958311690995,2,30,5,1,자녀 동반 여행,2.0,11.0,2.5,24150.0,1.5,-1.6242388598597586
e_e005314,43.77777777777777,3,17,172700,23,1.0,high,2.2122028404995304,1,20,7,1,2인 여행(가족 외),1.0,48.0,5.666666666666667,57566.666666666664,7.666666666666667,3.585252192755817
e_e005317,41.66666666666667,3,8,84000,13,1.0,med,2.4996981330855497,2,20,6,7,2인 여행(가족 외),1.0,11.0,2.6666666666666665,28000.0,4.333333333333333,-0.11751911753110866
e_e005318,46.0,2,13,84000,11,4.0,med,1.0957952506728486,1,50,6,2,나홀로 여행,0.0,41.0,6.5,42000.0,5.5,3.0944381874073885
e_e005321,50.0,3,13,119900,16,4.0,med,2.149397463134224,2,60,9,7,2인 여행(가족 외),1.0,44.0,4.333333333333333,39966.666666666664,5.333333333333333,1.5210692691570729
e_e005327,48.0,2,6,14400,6,1.0,low,1.9182958282837093,2,20,7,1,나홀로 여행,0.0,11.0,3.0,7200.0,3.0,-0.5431136544416707
e_e005331,34.34782608695652,4,25,48530,34,2.0,med,2.44950446577914,2,30,7,1,나홀로 여행,0.0,41.0,6.25,12132.5,8.5,4.3962152391097
e_e005334,45.8974358974359,4,15,414000,16,1.0,high,2.311278115802963,1,20,3,2,부모 동반 여행,2.0,11.0,3.75,103500.0,4.0,0.4644609355483431
e_e005335,42.66666666666667,2,4,25600,4,1.0,low,1.4999999956719148,1,20,7,3,2인 가족 여행,1.0,28.0,2.0,12800.0,2.0,-1.7227829162584576
e_e005340,40.952380952380956,3,9,130500,11,1.0,med,2.2312702473941006,1,20,5,9,2인 여행(가족 외),1.0,11.0,3.0,43500.0,3.6666666666666665,-0.21558660476854097
e_e005341,42.44444444444446,3,5,94300,7,1.0,med,1.8423709874063285,1,20,3,2,2인 여행(가족 외),1.0,11.0,1.6666666666666667,31433.333333333332,2.3333333333333335,-1.7884789538575898
e_e005344,44.66666666666667,2,8,80300,8,1.0,med,1.9999999927865248,1,30,7,2,나홀로 여행,0.0,43.0,4.0,40150.0,4.0,0.6365556073751161
e_e005345,46.43678160919539,4,31,442600,40,1.0,high,2.3072485506324236,2,20,10,1,나홀로 여행,0.0,46.0,7.75,110650.0,10.0,6.16571913183488
e_e005351,36.25,3,10,370330,13,1.0,high,2.1619781724660787,2,20,7,3,3인 이상 여행(가족 외),4.0,42.0,3.3333333333333335,123443.33333333333,4.333333333333333,0.3414000073402862
e_e005368,46.66666666666667,3,14,290900,20,1.0,high,2.1414460625093517,2,20,11,1,2인 여행(가족 외),1.0,28.0,4.666666666666667,96966.66666666667,6.666666666666667,2.4055829309390306
e_e005370,45.77777777777778,2,11,319800,12,1.0,high,1.8553885364367535,2,40,11,3,2인 가족 여행,1.0,43.0,5.5,159900.0,6.0,2.6517047873551434
e_e005391,42.222222222222214,2,11,137600,16,1.0,med,2.555036522478401,2,60,6,2,2인 가족 여행,1.0,41.0,5.5,68800.0,8.0,3.634285936374533
e_e005395,47.0,2,12,68200,14,2.0,med,2.1559680949324327,2,50,9,1,나홀로 여행,0.0,11.0,6.0,34100.0,7.0,3.487184705518384
e_e005407,49.44444444444444,4,20,618300,33,1.0,high,2.2713706242799843,1,30,6,3,자녀 동반 여행,3.0,44.0,5.0,154575.0,8.25,3.4129192363484107
e_e005408,36.15384615384615,3,15,168000,14,1.0,high,2.29882523634688,2,20,7,3,3인 이상 여행(가족 외),2.0,41.0,5.0,56000.0,4.666666666666667,1.652461344355338
e_e005418,50.0,4,16,261600,19,1.0,high,2.0815454294548386,2,20,7,10,나홀로 여행,0.0,48.0,4.0,65400.0,4.75,1.005023538257387
e_e005421,43.575757575757585,3,13,490400,12,1.0,high,1.384431500012513,1,30,5,5,2인 여행(가족 외),1.0,41.0,4.333333333333333,163466.66666666666,4.0,0.8660151698108133
e_e005423,35.33333333333333,2,7,19300,8,4.0,low,2.155639055016091,2,30,8,2,나홀로 여행,0.0,41.0,3.5,9650.0,4.0,0.29236626372157004
e_e005438,38.5,3,6,259900,13,1.0,high,1.4195562942435278,1,30,11,2,자녀 동반 여행,1.0,11.0,2.0,86633.33333333333,4.333333333333333,-0.5764382424025032
e_e005440,40.555555555555564,3,8,141100,15,1.0,med,2.17355725506171,2,30,9,1,2인 여행(가족 외),1.0,11.0,2.6666666666666665,47033.333333333336,5.0,0.21000793214202135
e_e005442,37.333333333333336,3,7,82180,8,5.0,med,1.9056390564587862,2,50,9,2,3인 이상 여행(가족 외),2.0,11.0,2.3333333333333335,27393.333333333332,2.6666666666666665,-1.1657963041496302
e_e005443,39.33333333333333,3,10,75000,8,4.0,med,1.0612781201310477,1,40,6,1,자녀 동반 여행,4.0,11.0,3.3333333333333335,25000.0,2.6666666666666665,-0.4774176168425382
e_e005446,29.333333333333336,2,5,14000,4,1.0,low,1.4999999956719148,1,30,7,2,나홀로 여행,0.0,11.0,2.5,7000.0,2.0,-1.3785935726049114
e_e005447,34.07407407407407,4,38,86400,36,4.0,med,2.4583835652278605,2,20,7,1,나홀로 여행,0.0,11.0,9.5,21600.0,9.0,6.879091260112596
e_e005448,43.99999999999999,5,27,353000,41,1.0,high,2.519002228480102,2,20,6,5,2인 여행(가족 외),1.0,45.0,5.4,70600.0,8.2,3.663706182545763
e_e005472,44.0,2,9,310700,9,1.0,high,0.9182958311690995,1,20,7,3,2인 가족 여행,1.0,47.0,4.5,155350.0,4.5,1.2263902382835095
e_e005476,48.846153846153854,4,28,284500,34,1.0,high,2.528824052925269,2,20,9,3,2인 여행(가족 외),1.0,26.0,7.0,71125.0,8.5,4.912499254590019
e_e005483,32.11111111111111,2,14,70800,12,4.0,med,1.188721871212782,2,30,7,3,2인 가족 여행,1.0,28.0,7.0,35400.0,6.0,3.684272818315782
e_e005484,32.66666666666667,2,7,60900,10,1.0,med,1.5709505886838886,1,30,5,7,2인 여행(가족 외),1.0,42.0,3.5,30450.0,5.0,0.7836568382312648
e_e005485,40.666666666666664,3,12,340100,11,1.0,high,1.6171895668219345,1,20,7,5,나홀로 여행,0.0,31.0,4.0,113366.66666666667,3.6666666666666665,0.47279208253855104
e_e005488,39.6969696969697,3,13,77200,13,1.0,med,2.6612262461709246,2,20,7,4,나홀로 여행,0.0,28.0,4.333333333333333,25733.333333333332,4.333333333333333,1.029778694647378
e_e005495,38.333333333333336,2,6,55000,8,1.0,med,2.49999999134383,2,30,10,2,나홀로 여행,0.0,41.0,3.0,27500.0,4.0,-0.05182307993197596
e_e005497,34.88888888888889,2,11,129800,7,1.0,med,1.5566567031347378,2,30,11,1,자녀 동반 여행,2.0,41.0,5.5,64900.0,3.5,1.4234783510809068
e_e005504,37.33333333333333,3,15,92200,17,1.0,med,2.469240773516114,2,20,7,2,나홀로 여행,0.0,43.0,5.0,30733.333333333332,5.666666666666667,2.143751918865033
e_e005506,40.384615384615394,4,28,128500,30,2.0,med,2.4134542578074307,1,20,7,1,2인 여행(가족 외),1.0,27.0,7.0,32125.0,7.5,4.421208680080324
e_e005510,36.83333333333333,2,6,165480,6,2.0,high,1.4591479126991596,1,40,7,3,자녀 동반 여행,3.0,41.0,3.0,82740.0,3.0,-0.5431136544416707
e_e005517,42.0,2,18,20600,16,7.0,low,1.324460287530861,1,20,7,1,2인 여행(가족 외),1.0,41.0,9.0,10300.0,8.0,6.0436113419493545
